cluster,prompt_idx,correct_answer,filter_property,wording_family,nd_baseline,nd_ablated,delta_nd,abs_delta_nd,sign_flip
0,443,photon,massless_em_mediator,F2_contextual_implicit,6.272970676422119,2.211914539337158,-4.061056137084961,4.061056137084961,False
0,211,proton,positive_charge_atomic,F3_process_implicit,3.271066665649414,0.7903280258178711,-2.480738639831543,2.480738639831543,False
0,432,photon,em_quantum,F1_direct_implicit,6.171609401702881,0.90155029296875,-5.270059108734131,5.270059108734131,False
0,188,photon,massless_em_mediator,F2_contextual_implicit,5.276698589324951,-1.3970365524291992,-6.67373514175415,6.67373514175415,True
0,205,proton,positive_charge_atomic,F4_contrast_implicit,1.8281898498535156,-0.6177167892456055,-2.445906639099121,2.445906639099121,True
0,127,photon,em_quantum,F2_contextual_implicit,6.271827697753906,0.9815454483032227,-5.290282249450684,5.290282249450684,False
0,374,proton,positive_charge_atomic,F3_process_implicit,5.379033088684082,0.7851543426513672,-4.593878746032715,4.593878746032715,False
0,285,neutron,nuclear_stability_provider,F2_contextual_implicit,4.8255414962768555,3.175075054168701,-1.6504664421081543,1.6504664421081543,False
0,240,photon,em_quantum,F2_contextual_implicit,6.824898719787598,-0.8048944473266602,-7.629793167114258,7.629793167114258,True
0,334,neutron,nuclear_stability_provider,F4_contrast_implicit,4.362615585327148,2.4512147903442383,-1.9114007949829102,1.9114007949829102,False
0,35,photon,em_quantum,F3_process_implicit,8.228654861450195,1.1500921249389648,-7.0785627365112305,7.0785627365112305,False
0,370,electron,negative_charge_atomic,F3_process_implicit,5.737600803375244,2.8390331268310547,-2.8985676765441895,2.8985676765441895,False
0,220,neutron,neutral_charge_atomic,F4_contrast_implicit,11.417694091796875,2.0508322715759277,-9.366861820220947,9.366861820220947,False
0,440,proton,positive_charge_atomic,F2_contextual_implicit,4.777995586395264,2.7785720825195312,-1.9994235038757324,1.9994235038757324,False
0,167,photon,massless_em_mediator,F4_contrast_implicit,6.728085041046143,1.7213516235351562,-5.006733417510986,5.006733417510986,False
0,201,photon,em_quantum,F2_contextual_implicit,9.353407859802246,0.3022928237915039,-9.051115036010742,9.051115036010742,False
0,272,neutron,nuclear_stability_provider,F2_contextual_implicit,8.00253963470459,1.0588560104370117,-6.943683624267578,6.943683624267578,False
0,26,proton,positive_charge_atomic,F4_contrast_implicit,5.956902980804443,0.981654167175293,-4.97524881362915,4.97524881362915,False
0,274,electron,negative_charge_atomic,F1_direct_implicit,5.05817985534668,0.8392601013183594,-4.21891975402832,4.21891975402832,False
0,96,photon,massless_em_mediator,F2_contextual_implicit,5.005096435546875,-1.429692268371582,-6.434788703918457,6.434788703918457,True
0,229,proton,positive_charge_atomic,F4_contrast_implicit,6.669107437133789,1.1806554794311523,-5.488451957702637,5.488451957702637,False
0,396,neutron,neutral_charge_atomic,F2_contextual_implicit,10.24449348449707,5.173677444458008,-5.0708160400390625,5.0708160400390625,False
0,278,photon,massless_em_mediator,F3_process_implicit,4.563709259033203,0.5009746551513672,-4.062734603881836,4.062734603881836,False
0,409,proton,positive_charge_atomic,F1_direct_implicit,5.888552665710449,3.01649808883667,-2.8720545768737793,2.8720545768737793,False
0,175,neutron,nuclear_stability_provider,F3_process_implicit,9.225187301635742,1.7270536422729492,-7.498133659362793,7.498133659362793,False
0,194,proton,positive_charge_atomic,F2_contextual_implicit,7.355550289154053,3.1410179138183594,-4.214532375335693,4.214532375335693,False
