experiment_type,prompt_idx,mean_abs_effect_size,median_abs_effect_size,std_abs_effect_size,mean_effect_size,median_effect_size,mean_relative_effect,mean_baseline_logit_diff,mean_intervened_logit_diff,sign_flip_rate,n_features
ablation_zero,43,0.5251896287880692,0.4375,0.41378496285325383,-0.07432730525147681,-0.1875,0.10346439865681337,-4.729169882980048,-4.803497188231525,0.0,51
ablation_zero,44,0.6547111436432483,0.5,0.4563529034226396,-0.21498788571825214,-0.25,0.5086932363372481,-1.093378553203508,-1.3083664389217602,0.0392156862745098,51
ablation_zero,45,0.45266031751445696,0.25,0.548917002049431,0.19849777221679688,0.09375,0.08827606779312679,-4.9461872624415975,-4.747689490224801,0.0,51
ablation_zero,46,0.9098705216950062,0.71875,0.7353963250062372,-0.8265371883616728,-0.71875,0.977491457672145,-1.9230532552681716,-2.7495904436298444,0.0,51
ablation_zero,47,0.5345165308784036,0.5625,0.2551654199657271,-0.19873221715291342,-0.375,0.14862023625137413,-3.624185001148897,-3.8229172183018103,0.0,51
ablation_zero,48,0.5802743949142157,0.40625,0.4589639905016366,-0.3086231269088446,-0.21875,0.09524789350112765,6.0914580214257334,5.782834894516888,0.0,51
ablation_zero,49,0.6907689431134392,0.59375,0.49248739017202103,-0.6123375705644196,-0.59375,0.10234340603830823,6.749739740409103,6.137402169844684,0.0,51
ablation_zero,50,0.3240827953114229,0.1875,0.36938549039826163,0.20341174742754767,0.125,0.0439423020297123,7.376009324017693,7.579421071445241,0.0,51
ablation_zero,51,0.36278273077572093,0.3125,0.3237918420540565,-0.23770746530271045,-0.15625,0.04757455862318747,7.627166860243854,7.389459394941143,0.0,51
ablation_zero,52,0.4626194075042126,0.3125,0.38988929447412707,-0.4148252898571538,-0.28125,0.07490748292148623,6.182533189362171,5.767707899505017,0.0,51
ablation_zero,53,0.36818579131481693,0.25,0.33611445487505903,0.12184285182578891,0.03125,0.04638467719652973,7.937817442650888,8.059660294476677,0.0,51
ablation_zero,54,1.1566960203881358,1.21875,0.8402305354513648,-0.6089019027410769,-0.4375,0.2771716966841555,4.251353432150448,3.6424515294093713,0.0,51
ablation_zero,55,0.8346814595016778,0.5625,0.7712881104939111,-0.5552696947957955,-0.375,0.37414690208346596,2.2383373484892,1.6830676536934048,0.09803921568627451,51
ablation_zero,56,0.9321077758190679,0.90625,0.47825576780098994,-0.05410175697476256,-0.40625,0.25222335995602074,3.7390707053390204,3.684968948364258,0.0,51
ablation_zero,57,1.112827918108772,0.9375,0.7230742403466385,-0.3669310738058651,-0.1875,0.48322831342637734,2.421905367982154,2.0549742941762887,0.0784313725490196,51
ablation_zero,58,1.1668027101778518,0.90625,1.0466209796978594,-1.1288125140994203,-0.90625,0.2925435690606775,3.9616184982598996,2.8328059841604794,0.0,51
ablation_zero,59,0.8643966282115263,0.75,0.5746683364677718,-0.37420054978015377,-0.375,0.3196755341387471,2.697233985452091,2.3230334356719373,0.0,51
ablation_zero,60,0.9530646286758722,0.8125,0.7139897830821181,-0.34791936126409795,-0.375,0.18257218692230845,5.222044832566205,4.874125471302107,0.0,51
ablation_zero,61,1.0815325250812606,1.0,0.6894209496479772,-0.6023658584145939,-0.875,0.15464129914101626,6.994935802384918,6.392569943970325,0.0,51
ablation_zero,62,0.2768074297437481,0.1875,0.3053519428918623,0.21388657887776694,0.125,0.04611414713171222,6.0071847018073585,6.221071280685126,0.0,51
ablation_zero,63,0.9224718879250919,0.84375,0.636625636097629,-0.1844624351052677,-0.1875,0.12835965924496195,7.185202635970771,7.000740200865502,0.0,51
ablation_zero,64,0.79510030559465,0.65625,0.6131339851712463,-0.6198552075554343,-0.625,0.1201190589687663,6.621093693901511,6.001238486346076,0.0,51
ablation_zero,65,0.41377414441576194,0.28125,0.3479559987671398,-0.24833296794517368,-0.21875,0.05292337314869654,7.817093774384143,7.56876080643897,0.0,51
ablation_zero,66,1.4033273575352687,1.0625,1.1179874198951876,-0.35920971047644523,-0.625,3.2565330870573765,-0.11551198772355623,-0.47472169820000143,0.2549019607843137,51
ablation_zero,67,0.7061948963240081,0.375,0.8559009490506299,-0.27727332769655716,0.0,0.3356069827351203,-1.6462128583122702,-1.9234861860088273,0.0196078431372549,51
ablation_zero,68,0.5418893028708065,0.40625,0.4262471845210886,0.07074019488166361,-0.09375,0.2638431037004004,1.6999543881883807,1.7706945830700445,0.0,51
ablation_zero,69,0.7503556644215303,0.5625,0.4872050169674984,-0.06914718478333716,-0.3125,0.3578361687164922,-1.6063516280230354,-1.6754988128063726,0.0,51
ablation_zero,70,1.185968646816179,0.8125,0.9497449135721228,-0.8722431566201004,-0.75,3.0213199975897145,0.29677940817440257,-0.5754637484456978,0.5882352941176471,51
ablation_zero,71,0.7732631271960688,0.5,0.8270041139113108,0.14396123325123505,0.1875,3.869213932347837,-0.10093199038038067,0.0430292428708544,0.47058823529411764,51
ablation_zero,72,1.1723046957277785,0.84375,0.915527853382252,-0.3325972650565353,0.375,0.5679336136406298,2.0649057650098612,1.732308499953326,0.19607843137254902,51
ablation_zero,73,0.5897395844553032,0.46875,0.4708774230624508,0.2220925256317737,0.25,0.11651263489934995,5.061677839241776,5.28377036487355,0.0,51
ablation_zero,74,1.5388976919884776,1.125,1.3767246469256127,-0.7165937704198501,-0.375,0.3326729651724221,4.62734416886872,3.910750398448869,0.0,51
ablation_zero,75,0.5314689430536008,0.4375,0.4156169257735994,0.1429885508967381,0.125,0.08856506940631155,6.000612520704083,6.143601071600821,0.0,51
ablation_zero,76,1.0927078396666283,0.875,0.8976427887651371,-0.8782470553529029,-0.625,0.4369747726254636,2.5008693769866346,1.6226223216337317,0.13725490196078433,51
ablation_zero,77,0.836006295447256,0.84375,0.744383779897525,0.29188864838843254,0.25,0.1537715403254136,5.434995146358714,5.726883794747147,0.0,51
