prompt_idx,path_rank,path_str,global_score,n_edges,terminal,path_direction,n_path_features,mean_feature_contrib,sign_agreement,prompt_score,prompt_path_rank
0,37,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_correct,19.69809636,5,output_correct,correct,4,0.46875,1.0,24.23211969564247,19
0,38,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_incorrect,19.69809636,5,output_incorrect,incorrect,4,0.46875,1.0,24.23211969564247,20
0,19,input → L23_F6889 → L24_F119196 → output_correct,17.14743617,3,output_correct,correct,2,0.75,1.0,23.292346784267362,21
0,20,input → L23_F6889 → L24_F119196 → output_incorrect,17.14743617,3,output_incorrect,incorrect,2,0.75,1.0,23.292346784267362,22
0,15,input → L20_F89742 → L21_F27974 → output_correct,21.90720701,3,output_correct,correct,2,0.0,0.5,21.90720701,23
0,16,input → L20_F89742 → L21_F27974 → output_incorrect,21.90720701,3,output_incorrect,incorrect,2,0.0,0.5,21.90720701,24
0,41,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,14.36728948,6,output_correct,correct,5,0.46875,1.0,17.674290551663486,25
0,42,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,14.36728948,6,output_incorrect,incorrect,5,0.46875,1.0,17.674290551663486,26
0,21,input → L22_F78043 → L23_F83865 → output_correct,16.76888118,3,output_correct,correct,2,0.0625,1.0,17.292738201601725,27
0,22,input → L22_F78043 → L23_F83865 → output_incorrect,16.76888118,3,output_incorrect,incorrect,2,0.0625,1.0,17.292738201601725,28
0,27,input → L23_F6889 → L24_F35447 → L25_F41381 → output_correct,14.46154166,4,output_correct,correct,3,0.34375,1.0,16.922929433648225,29
0,28,input → L23_F6889 → L24_F35447 → L25_F41381 → output_incorrect,14.46154166,4,output_incorrect,incorrect,3,0.34375,1.0,16.922929433648225,30
0,31,input → L23_F64429 → L24_F76363 → output_correct,13.75770951,3,output_correct,correct,2,0.3563191890716552,1.0,16.18316954948488,31
0,32,input → L23_F64429 → L24_F76363 → output_incorrect,13.75770951,3,output_incorrect,incorrect,2,0.3563191890716552,1.0,16.18316954948488,32
0,47,input → L24_F30233 → L25_F43384 → output_correct,10.41135126,3,output_correct,correct,2,0.875,1.0,14.696351677720005,33
0,48,input → L24_F30233 → L25_F43384 → output_incorrect,10.41135126,3,output_incorrect,incorrect,2,0.875,1.0,14.696351677720005,34
0,23,input → L24_F35447 → L25_F125339 → output_correct,14.40781379,3,output_correct,correct,2,0.0,0.5,14.40781379,35
0,24,input → L24_F35447 → L25_F125339 → output_incorrect,14.40781379,3,output_incorrect,incorrect,2,0.0,0.5,14.40781379,36
0,29,input → L24_F35447 → L25_F90133 → output_correct,9.94394477,3,output_correct,correct,2,0.90625,1.0,14.164795006977107,37
0,30,input → L24_F35447 → L25_F90133 → output_incorrect,9.94394477,3,output_incorrect,incorrect,2,0.90625,1.0,14.164795006977107,38
0,25,input → L18_F149556 → L19_F107296 → output_correct,14.15553603,3,output_correct,correct,2,0.0,0.5,14.15553603,39
0,26,input → L18_F149556 → L19_F107296 → output_incorrect,14.15553603,3,output_incorrect,incorrect,2,0.0,0.5,14.15553603,40
0,35,input → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.73077285,4,output_correct,correct,3,0.46875,1.0,13.200736120673056,41
0,36,input → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.73077285,4,output_incorrect,incorrect,3,0.46875,1.0,13.200736120673056,42
0,43,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,9.91597582,6,output_correct,correct,5,0.6875,1.0,13.196390021812194,43
0,44,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,9.91597582,6,output_incorrect,incorrect,5,0.6875,1.0,13.196390021812194,44
0,49,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.00611446,5,output_correct,correct,4,0.46875,1.0,12.309278970499406,45
0,50,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.00611446,5,output_incorrect,incorrect,4,0.46875,1.0,12.309278970499406,46
0,33,input → L22_F78043 → L23_F40170 → output_correct,11.17367167,3,output_correct,correct,2,0.0625,1.0,11.522735289604093,47
0,34,input → L22_F78043 → L23_F40170 → output_incorrect,11.17367167,3,output_incorrect,incorrect,2,0.0625,1.0,11.522735289604093,48
0,45,input → L23_F6889 → L24_F5768 → output_correct,9.02693849,3,output_correct,correct,2,0.34375,1.0,10.563344258841145,49
0,46,input → L23_F6889 → L24_F5768 → output_incorrect,9.02693849,3,output_incorrect,incorrect,2,0.34375,1.0,10.563344258841145,50
1,5,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,95.79540514,4,output_correct,correct,3,1.9375,1.0,167.4651657325391,1
1,6,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,95.79540514,4,output_incorrect,incorrect,3,1.9375,1.0,167.4651657325391,2
1,13,input → L24_F35447 → L25_F43384 → output_correct,47.86592727,3,output_correct,correct,2,1.9375,1.0,83.67703473352849,3
1,14,input → L24_F35447 → L25_F43384 → output_incorrect,47.86592727,3,output_incorrect,incorrect,2,1.9375,1.0,83.67703473352849,4
1,39,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,47.7312966,6,output_correct,correct,5,1.71875,1.0,80.94920116473827,5
1,40,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,47.7312966,6,output_incorrect,incorrect,5,1.71875,1.0,80.94920116473827,6
1,1,input → L21_F27974 → L22_F41906 → output_correct,42.15119379,3,output_correct,correct,2,1.5,1.0,68.92348036759203,7
1,2,input → L21_F27974 → L22_F41906 → output_incorrect,42.15119379,3,output_incorrect,incorrect,2,1.5,1.0,68.92348036759203,8
1,17,input → L20_F89742 → L21_F27974 → L22_F41906 → output_correct,39.30468714,4,output_correct,correct,3,1.5,1.0,64.26901800088108,9
1,18,input → L20_F89742 → L21_F27974 → L22_F41906 → output_incorrect,39.30468714,4,output_incorrect,incorrect,3,1.5,1.0,64.26901800088108,10
1,3,input → L23_F6889 → L24_F35447 → output_correct,39.53353997,3,output_correct,correct,2,0.0,0.5,39.53353997,11
1,4,input → L23_F6889 → L24_F35447 → output_incorrect,39.53353997,3,output_incorrect,incorrect,2,0.0,0.5,39.53353997,12
1,11,input → L12_F83869 → L13_F70603 → output_correct,26.17148427,3,output_correct,correct,2,0.78125,1.0,35.90463074352397,13
1,12,input → L12_F83869 → L13_F70603 → output_incorrect,26.17148427,3,output_incorrect,incorrect,2,0.78125,1.0,35.90463074352397,14
1,9,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,19.90109191,4,output_correct,correct,3,1.8125,1.0,34.21649462118633,15
1,10,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,19.90109191,4,output_incorrect,incorrect,3,1.8125,1.0,34.21649462118633,16
1,37,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_correct,19.69809636,5,output_correct,correct,4,1.5,1.0,32.20932162707784,17
1,38,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_incorrect,19.69809636,5,output_incorrect,incorrect,4,1.5,1.0,32.20932162707784,18
1,19,input → L23_F6889 → L24_F119196 → output_correct,17.14743617,3,output_correct,correct,2,1.84375,1.0,29.609905043477877,19
1,20,input → L23_F6889 → L24_F119196 → output_incorrect,17.14743617,3,output_incorrect,incorrect,2,1.84375,1.0,29.609905043477877,20
1,7,input → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,28.83475654,4,output_correct,correct,3,0.0,0.5,28.83475654,21
1,8,input → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,28.83475654,4,output_incorrect,incorrect,3,0.0,0.5,28.83475654,22
1,21,input → L22_F78043 → L23_F83865 → output_correct,16.76888118,3,output_correct,correct,2,1.71875,1.0,28.43894116941742,23
1,22,input → L22_F78043 → L23_F83865 → output_incorrect,16.76888118,3,output_incorrect,incorrect,2,1.71875,1.0,28.43894116941742,24
1,31,input → L23_F64429 → L24_F76363 → output_correct,13.75770951,3,output_correct,correct,2,1.8323588371276855,1.0,23.719460372945004,25
1,32,input → L23_F64429 → L24_F76363 → output_incorrect,13.75770951,3,output_incorrect,incorrect,2,1.8323588371276855,1.0,23.719460372945004,26
1,41,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,14.36728948,6,output_correct,correct,5,1.5,1.0,23.492658341866893,27
1,42,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,14.36728948,6,output_incorrect,incorrect,5,1.5,1.0,23.492658341866893,28
1,15,input → L20_F89742 → L21_F27974 → output_correct,21.90720701,3,output_correct,correct,2,0.0,0.5,21.90720701,29
1,16,input → L20_F89742 → L21_F27974 → output_incorrect,21.90720701,3,output_incorrect,incorrect,2,0.0,0.5,21.90720701,30
1,27,input → L23_F6889 → L24_F35447 → L25_F41381 → output_correct,14.46154166,4,output_correct,correct,3,1.125,1.0,21.834469064689117,31
1,28,input → L23_F6889 → L24_F35447 → L25_F41381 → output_incorrect,14.46154166,4,output_incorrect,incorrect,3,1.125,1.0,21.834469064689117,32
1,33,input → L22_F78043 → L23_F40170 → output_correct,11.17367167,3,output_correct,correct,2,1.5625,1.0,18.474812305324715,33
1,34,input → L22_F78043 → L23_F40170 → output_incorrect,11.17367167,3,output_incorrect,incorrect,2,1.5625,1.0,18.474812305324715,34
1,47,input → L24_F30233 → L25_F43384 → output_correct,10.41135126,3,output_correct,correct,2,1.9375,1.0,18.20065024734212,35
1,48,input → L24_F30233 → L25_F43384 → output_incorrect,10.41135126,3,output_incorrect,incorrect,2,1.9375,1.0,18.20065024734212,36
1,35,input → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.73077285,4,output_correct,correct,3,1.5,1.0,17.546411983983443,37
1,36,input → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.73077285,4,output_incorrect,incorrect,3,1.5,1.0,17.546411983983443,38
1,29,input → L24_F35447 → L25_F90133 → output_correct,9.94394477,3,output_correct,correct,2,1.8125,1.0,17.096897711683344,39
1,30,input → L24_F35447 → L25_F90133 → output_incorrect,9.94394477,3,output_incorrect,incorrect,2,1.8125,1.0,17.096897711683344,40
1,43,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,9.91597582,6,output_correct,correct,5,1.65625,1.0,16.653563437341173,41
1,44,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,9.91597582,6,output_incorrect,incorrect,5,1.65625,1.0,16.653563437341173,42
1,49,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.00611446,5,output_correct,correct,4,1.5,1.0,16.361487576736284,43
1,50,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.00611446,5,output_incorrect,incorrect,4,1.5,1.0,16.361487576736284,44
1,45,input → L23_F6889 → L24_F5768 → output_correct,9.02693849,3,output_correct,correct,2,1.5,1.0,14.760389015187979,45
1,46,input → L23_F6889 → L24_F5768 → output_incorrect,9.02693849,3,output_incorrect,incorrect,2,1.5,1.0,14.760389015187979,46
1,23,input → L24_F35447 → L25_F125339 → output_correct,14.40781379,3,output_correct,correct,2,0.0,0.5,14.40781379,47
1,24,input → L24_F35447 → L25_F125339 → output_incorrect,14.40781379,3,output_incorrect,incorrect,2,0.0,0.5,14.40781379,48
1,25,input → L18_F149556 → L19_F107296 → output_correct,14.15553603,3,output_correct,correct,2,0.0,0.5,14.15553603,49
1,26,input → L18_F149556 → L19_F107296 → output_incorrect,14.15553603,3,output_incorrect,incorrect,2,0.0,0.5,14.15553603,50
2,5,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,95.79540514,4,output_correct,correct,3,0.0625,1.0,98.78803744987786,1
2,6,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,95.79540514,4,output_incorrect,incorrect,3,0.0625,1.0,98.78803744987786,2
2,13,input → L24_F35447 → L25_F43384 → output_correct,47.86592727,3,output_correct,correct,2,0.0625,1.0,49.36125076992278,3
2,14,input → L24_F35447 → L25_F43384 → output_incorrect,47.86592727,3,output_incorrect,incorrect,2,0.0625,1.0,49.36125076992278,4
2,39,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,47.7312966,6,output_correct,correct,5,-0.265625,0.5,41.42899603091468,5
2,40,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,47.7312966,6,output_incorrect,incorrect,5,-0.265625,0.5,41.42899603091468,6
2,3,input → L23_F6889 → L24_F35447 → output_correct,39.53353997,3,output_correct,correct,2,0.0,0.5,39.53353997,7
2,4,input → L23_F6889 → L24_F35447 → output_incorrect,39.53353997,3,output_incorrect,incorrect,2,0.0,0.5,39.53353997,8
2,1,input → L21_F27974 → L22_F41906 → output_correct,42.15119379,3,output_correct,correct,2,-0.59375,0.0,29.992672964219295,9
2,2,input → L21_F27974 → L22_F41906 → output_incorrect,42.15119379,3,output_incorrect,incorrect,2,-0.59375,0.0,29.992672964219295,10
2,7,input → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,28.83475654,4,output_correct,correct,3,0.0,0.5,28.83475654,11
2,8,input → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,28.83475654,4,output_incorrect,incorrect,3,0.0,0.5,28.83475654,12
2,17,input → L20_F89742 → L21_F27974 → L22_F41906 → output_correct,39.30468714,4,output_correct,correct,3,-0.59375,0.0,27.96724176364011,13
2,18,input → L20_F89742 → L21_F27974 → L22_F41906 → output_incorrect,39.30468714,4,output_incorrect,incorrect,3,-0.59375,0.0,27.96724176364011,14
2,11,input → L12_F83869 → L13_F70603 → output_correct,26.17148427,3,output_correct,correct,2,0.015625,0.5,26.375944831115536,15
2,12,input → L12_F83869 → L13_F70603 → output_incorrect,26.17148427,3,output_incorrect,incorrect,2,0.015625,0.5,26.375944831115536,16
2,15,input → L20_F89742 → L21_F27974 → output_correct,21.90720701,3,output_correct,correct,2,0.0,0.5,21.90720701,17
2,16,input → L20_F89742 → L21_F27974 → output_incorrect,21.90720701,3,output_incorrect,incorrect,2,0.0,0.5,21.90720701,18
2,9,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,19.90109191,4,output_correct,correct,3,0.09375,1.0,20.833272943492112,19
2,10,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,19.90109191,4,output_incorrect,incorrect,3,0.09375,1.0,20.833272943492112,20
2,21,input → L22_F78043 → L23_F83865 → output_correct,16.76888118,3,output_correct,correct,2,0.40625,1.0,20.12897456410706,21
2,22,input → L22_F78043 → L23_F83865 → output_incorrect,16.76888118,3,output_incorrect,incorrect,2,0.40625,1.0,20.12897456410706,22
2,19,input → L23_F6889 → L24_F119196 → output_correct,17.14743617,3,output_correct,correct,2,-0.1875,0.0,15.54455721428015,23
2,20,input → L23_F6889 → L24_F119196 → output_incorrect,17.14743617,3,output_incorrect,incorrect,2,-0.1875,0.0,15.54455721428015,24
2,27,input → L23_F6889 → L24_F35447 → L25_F41381 → output_correct,14.46154166,4,output_correct,correct,3,0.0625,1.0,14.913317783908157,25
2,28,input → L23_F6889 → L24_F35447 → L25_F41381 → output_incorrect,14.46154166,4,output_incorrect,incorrect,3,0.0625,1.0,14.913317783908157,26
2,23,input → L24_F35447 → L25_F125339 → output_correct,14.40781379,3,output_correct,correct,2,0.0,0.5,14.40781379,27
2,24,input → L24_F35447 → L25_F125339 → output_incorrect,14.40781379,3,output_incorrect,incorrect,2,0.0,0.5,14.40781379,28
2,25,input → L18_F149556 → L19_F107296 → output_correct,14.15553603,3,output_correct,correct,2,0.0,0.5,14.15553603,29
2,26,input → L18_F149556 → L19_F107296 → output_incorrect,14.15553603,3,output_incorrect,incorrect,2,0.0,0.5,14.15553603,30
2,37,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_correct,19.69809636,5,output_correct,correct,4,-0.59375,0.0,14.016176269800459,31
2,38,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_incorrect,19.69809636,5,output_incorrect,incorrect,4,-0.59375,0.0,14.016176269800459,32
2,31,input → L23_F64429 → L24_F76363 → output_correct,13.75770951,3,output_correct,correct,2,0.022626638412475586,0.5,13.913348229161613,33
2,32,input → L23_F64429 → L24_F76363 → output_incorrect,13.75770951,3,output_incorrect,incorrect,2,0.022626638412475586,0.5,13.913348229161613,34
2,33,input → L22_F78043 → L23_F40170 → output_correct,11.17367167,3,output_correct,correct,2,0.28125,1.0,12.734692854361503,35
2,34,input → L22_F78043 → L23_F40170 → output_incorrect,11.17367167,3,output_incorrect,incorrect,2,0.28125,1.0,12.734692854361503,36
2,47,input → L24_F30233 → L25_F43384 → output_correct,10.41135126,3,output_correct,correct,2,0.0625,1.0,10.736600118487823,37
2,48,input → L24_F30233 → L25_F43384 → output_incorrect,10.41135126,3,output_incorrect,incorrect,2,0.0625,1.0,10.736600118487823,38
2,29,input → L24_F35447 → L25_F90133 → output_correct,9.94394477,3,output_correct,correct,2,0.09375,1.0,10.409726082633869,39
2,30,input → L24_F35447 → L25_F90133 → output_incorrect,9.94394477,3,output_incorrect,incorrect,2,0.09375,1.0,10.409726082633869,40
2,41,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,14.36728948,6,output_correct,correct,5,-0.59375,0.0,10.223041769653003,41
2,42,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,14.36728948,6,output_incorrect,incorrect,5,-0.59375,0.0,10.223041769653003,42
2,43,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,9.91597582,6,output_correct,correct,5,-0.25,0.5,8.682894461288436,43
2,44,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,9.91597582,6,output_incorrect,incorrect,5,-0.25,0.5,8.682894461288436,44
2,45,input → L23_F6889 → L24_F5768 → output_correct,9.02693849,3,output_correct,correct,2,-0.25,0.0,7.9044115919609395,45
2,46,input → L23_F6889 → L24_F5768 → output_incorrect,9.02693849,3,output_incorrect,incorrect,2,-0.25,0.0,7.9044115919609395,46
2,35,input → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.73077285,4,output_correct,correct,3,-0.59375,0.0,7.635479136055411,47
2,36,input → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.73077285,4,output_incorrect,incorrect,3,-0.59375,0.0,7.635479136055411,48
2,49,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_correct,10.00611446,5,output_correct,correct,4,-0.59375,0.0,7.119848612983393,49
2,50,input → L20_F89742 → L21_F27974 → L22_F41906 → L23_F6889 → output_incorrect,10.00611446,5,output_incorrect,incorrect,4,-0.59375,0.0,7.119848612983393,50
3,5,input → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,95.79540514,4,output_correct,correct,3,0.125,1.0,101.77483427300902,1
3,6,input → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,95.79540514,4,output_incorrect,incorrect,3,0.125,1.0,101.77483427300902,2
3,13,input → L24_F35447 → L25_F43384 → output_correct,47.86592727,3,output_correct,correct,2,0.125,1.0,50.85365846210099,3
3,14,input → L24_F35447 → L25_F43384 → output_incorrect,47.86592727,3,output_incorrect,incorrect,2,0.125,1.0,50.85365846210099,4
3,39,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_correct,47.7312966,6,output_correct,correct,5,-0.25,0.5,41.79576658933962,5
3,40,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F43384 → output_incorrect,47.7312966,6,output_incorrect,incorrect,5,-0.25,0.5,41.79576658933962,6
3,3,input → L23_F6889 → L24_F35447 → output_correct,39.53353997,3,output_correct,correct,2,0.0,0.5,39.53353997,7
3,4,input → L23_F6889 → L24_F35447 → output_incorrect,39.53353997,3,output_incorrect,incorrect,2,0.0,0.5,39.53353997,8
3,1,input → L21_F27974 → L22_F41906 → output_correct,42.15119379,3,output_correct,correct,2,-0.625,0.0,29.39161732680385,9
3,2,input → L21_F27974 → L22_F41906 → output_incorrect,42.15119379,3,output_incorrect,incorrect,2,-0.625,0.0,29.39161732680385,10
3,7,input → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,28.83475654,4,output_correct,correct,3,0.0,0.5,28.83475654,11
3,8,input → L23_F6889 → L24_F35447 → L25_F125339 → output_incorrect,28.83475654,4,output_incorrect,incorrect,3,0.0,0.5,28.83475654,12
3,11,input → L12_F83869 → L13_F70603 → output_correct,26.17148427,3,output_correct,correct,2,0.15625,0.5,28.211981764043326,13
3,12,input → L12_F83869 → L13_F70603 → output_incorrect,26.17148427,3,output_incorrect,incorrect,2,0.15625,0.5,28.211981764043326,14
3,17,input → L20_F89742 → L21_F27974 → L22_F41906 → output_correct,39.30468714,4,output_correct,correct,3,-0.625,0.0,27.406775934367392,15
3,18,input → L20_F89742 → L21_F27974 → L22_F41906 → output_incorrect,39.30468714,4,output_incorrect,incorrect,3,-0.625,0.0,27.406775934367392,16
3,15,input → L20_F89742 → L21_F27974 → output_correct,21.90720701,3,output_correct,correct,2,0.0,0.5,21.90720701,17
3,16,input → L20_F89742 → L21_F27974 → output_incorrect,21.90720701,3,output_incorrect,incorrect,2,0.0,0.5,21.90720701,18
3,21,input → L22_F78043 → L23_F83865 → output_correct,16.76888118,3,output_correct,correct,2,0.5625,1.0,21.36458740128509,19
3,22,input → L22_F78043 → L23_F83865 → output_incorrect,16.76888118,3,output_incorrect,incorrect,2,0.5625,1.0,21.36458740128509,20
3,9,input → L23_F6889 → L24_F35447 → L25_F90133 → output_correct,19.90109191,4,output_correct,correct,3,0.125,1.0,21.14329312592926,21
3,10,input → L23_F6889 → L24_F35447 → L25_F90133 → output_incorrect,19.90109191,4,output_incorrect,incorrect,3,0.125,1.0,21.14329312592926,22
3,19,input → L23_F6889 → L24_F119196 → output_correct,17.14743617,3,output_correct,correct,2,0.15625,1.0,18.48436074688617,23
3,20,input → L23_F6889 → L24_F119196 → output_incorrect,17.14743617,3,output_incorrect,incorrect,2,0.15625,1.0,18.48436074688617,24
3,31,input → L23_F64429 → L24_F76363 → output_correct,13.75770951,3,output_correct,correct,2,0.3353383541107177,1.0,16.04307722758736,25
3,32,input → L23_F64429 → L24_F76363 → output_incorrect,13.75770951,3,output_incorrect,incorrect,2,0.3353383541107177,1.0,16.04307722758736,26
3,27,input → L23_F6889 → L24_F35447 → L25_F41381 → output_correct,14.46154166,4,output_correct,correct,3,0.0625,1.0,14.913317783908157,27
3,28,input → L23_F6889 → L24_F35447 → L25_F41381 → output_incorrect,14.46154166,4,output_incorrect,incorrect,3,0.0625,1.0,14.913317783908157,28
3,33,input → L22_F78043 → L23_F40170 → output_correct,11.17367167,3,output_correct,correct,2,0.625,1.0,14.556050796871546,29
3,34,input → L22_F78043 → L23_F40170 → output_incorrect,11.17367167,3,output_incorrect,incorrect,2,0.625,1.0,14.556050796871546,30
3,23,input → L24_F35447 → L25_F125339 → output_correct,14.40781379,3,output_correct,correct,2,0.0,0.5,14.40781379,31
3,24,input → L24_F35447 → L25_F125339 → output_incorrect,14.40781379,3,output_incorrect,incorrect,2,0.0,0.5,14.40781379,32
3,25,input → L18_F149556 → L19_F107296 → output_correct,14.15553603,3,output_correct,correct,2,0.0,0.5,14.15553603,33
3,26,input → L18_F149556 → L19_F107296 → output_incorrect,14.15553603,3,output_incorrect,incorrect,2,0.0,0.5,14.15553603,34
3,37,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_correct,19.69809636,5,output_correct,correct,4,-0.625,0.0,13.735290942506609,35
3,38,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → output_incorrect,19.69809636,5,output_incorrect,incorrect,4,-0.625,0.0,13.735290942506609,36
3,47,input → L24_F30233 → L25_F43384 → output_correct,10.41135126,3,output_correct,correct,2,0.125,1.0,11.061214757597336,37
3,48,input → L24_F30233 → L25_F43384 → output_incorrect,10.41135126,3,output_incorrect,incorrect,2,0.125,1.0,11.061214757597336,38
3,29,input → L24_F35447 → L25_F90133 → output_correct,9.94394477,3,output_correct,correct,2,0.125,1.0,10.564633340269882,39
3,30,input → L24_F35447 → L25_F90133 → output_incorrect,9.94394477,3,output_incorrect,incorrect,2,0.125,1.0,10.564633340269882,40
3,41,input → L21_F27974 → L22_F41906 → L23_F6889 → L24_F35447 → L25_F125339 → output_correct,14.36728948,6,output_correct,correct,5,-0.625,0.0,10.01817117027315,41
