feature_id,group_id,n_prompts,n_nonzero,mean_effect,mean_abs_effect,max_abs_effect,sfr,n_flip,layer,community,grad_attr_sign,role_label,level,latent_state_target,correct_answer,cue_label
L22_F110496,KW-B2,2,2,-0.59375,0.59375,0.875,1.0,2,22,4,1,α-circuit,1,beta,beta,
L22_F110496,KW-B3,2,2,0.28125,0.28125,0.375,0.0,0,22,4,1,α-circuit,1,beta,beta,
L22_F110496,KW-B4,2,2,-0.21875,0.40625,0.625,0.0,0,22,4,1,α-circuit,1,beta,beta,
L22_F110496,KW-B5,2,2,-0.640625,0.640625,1.15625,0.0,0,22,4,1,α-circuit,1,beta,beta,
L22_F110496,KW-B6,2,2,-0.015625,0.140625,0.15625,0.0,0,22,4,1,α-circuit,1,beta,beta,
L22_F110496,L1-A1,12,12,0.609375,0.609375,0.9375,0.0,0,22,4,1,α-circuit,1,alpha,alpha,emitted_charge_plus2
L22_F110496,L1-A2,12,12,0.4791666666666667,0.4791666666666667,1.0625,0.0,0,22,4,1,α-circuit,1,alpha,alpha,emitted_mass4
L22_F110496,L1-A3,12,12,0.2864583333333333,0.2864583333333333,0.75,0.0,0,22,4,1,α-circuit,1,alpha,alpha,daughter_z_minus2
L22_F110496,L1-A4,10,8,0.3,0.3,0.5625,0.0,0,22,4,1,α-circuit,1,alpha,alpha,daughter_a_minus4
L22_F110496,L1-A5,8,8,0.5390625,0.5390625,0.75,0.0,0,22,4,1,α-circuit,1,alpha,alpha,emitted_2protons
L22_F110496,L1-A6,8,8,0.4140625,0.4140625,0.75,0.0,0,22,4,1,α-circuit,1,alpha,alpha,emitted_2neutrons
L22_F110496,L1-B1,12,11,-0.4427083333333333,0.4427083333333333,0.8125,0.08333333333333333,1,22,4,1,α-circuit,1,beta,beta,emitted_charge_minus1
L22_F110496,L1-B2,12,11,-0.16145833333333334,0.24479166666666666,0.4375,0.3333333333333333,4,22,4,1,α-circuit,1,beta,beta,daughter_z_plus1
L22_F110496,L1-B3,12,12,0.125,0.25,0.5625,0.0,0,22,4,1,α-circuit,1,beta,beta,daughter_a_unchanged
L22_F110496,L1-B4,10,10,-0.0375,0.2125,0.625,0.2,2,22,4,1,α-circuit,1,beta,beta,antineutrino_emitted
L22_F110496,L1-B5,8,7,-0.1796875,0.1796875,0.4375,0.0,0,22,4,1,α-circuit,1,beta,beta,emitted_mass_negligible
L22_F110496,L1-B6,8,7,-0.0625,0.15625,0.5625,0.0,0,22,4,1,α-circuit,1,beta,beta,daughter_n_minus1
L22_F110496,CP-L2-01,2,2,-0.09375,0.96875,1.0625,0.5,1,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-02,2,1,0.0625,0.0625,0.125,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-03,2,2,0.125,0.5,0.625,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-04,2,2,-0.078125,1.109375,1.1875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-05,2,2,-0.03125,0.28125,0.3125,0.5,1,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-06,2,2,0.0,0.6875,0.6875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-07,2,2,-0.15625,0.21875,0.375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-08,2,2,-0.203125,0.390625,0.59375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-09,2,2,-0.15625,0.40625,0.5625,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-10,2,2,0.0625,0.625,0.6875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-11,2,2,-0.0625,0.8125,0.875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-12,2,2,-0.40625,0.65625,1.0625,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-13,2,2,0.09375,0.28125,0.375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,CP-L2-14,2,2,0.0625,0.5625,0.625,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,L2-AR1,10,10,0.565625,0.565625,0.78125,0.0,0,22,4,1,α-circuit,2,alpha,alpha,composition_2p2n
L22_F110496,L2-AR2,10,10,0.7,0.7,0.875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,charge_plus_mass
L22_F110496,L2-AR3,10,10,0.44375,0.44375,0.6875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,daughter_z_and_a_alpha
L22_F110496,L2-AR4,8,8,0.46875,0.46875,0.9375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,composition_plus_daughter
L22_F110496,L2-AR5,8,7,0.3125,0.3125,0.625,0.0,0,22,4,1,α-circuit,2,alpha,alpha,charge_plus_daughter_z
L22_F110496,L2-AR6,8,7,0.23046875,0.32421875,0.6875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,mass_plus_daughter_a
L22_F110496,L2-AR7,6,5,0.23958333333333334,0.23958333333333334,0.4375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,narrative_ejection
L22_F110496,L2-AR8,8,8,0.7265625,0.7265625,0.9375,0.0,0,22,4,1,α-circuit,2,alpha,alpha,full_emitted_alpha_spec
L22_F110496,L2-BR1,10,6,-0.14375,0.28125,0.75,0.1,1,22,4,1,α-circuit,2,beta,beta,z_plus1_a_unchanged
L22_F110496,L2-BR2,10,10,-0.85,0.85,1.1875,0.3,3,22,4,1,α-circuit,2,beta,beta,neutron_to_proton
L22_F110496,L2-BR3,8,8,-0.5859375,0.5859375,0.875,0.125,1,22,4,1,α-circuit,2,beta,beta,n_to_p_with_antineutrino
L22_F110496,L2-BR4,8,7,-0.28125,0.28125,0.8125,0.0,0,22,4,1,α-circuit,2,beta,beta,charge_plus_z_change
L22_F110496,L2-BR5,6,6,-0.28125,0.28125,0.5,0.16666666666666666,1,22,4,1,α-circuit,2,beta,beta,charge_plus_a_unchanged
L22_F110496,L2-BR6,8,8,-0.28125,0.375,0.75,0.25,2,22,4,1,α-circuit,2,beta,beta,z_plus1_with_antineutrino
L22_F110496,L2-BR7,8,8,-0.5,0.5,0.90625,0.0,0,22,4,1,α-circuit,2,beta,beta,n_to_p_plus_z_plus1
L22_F110496,L2-BR8,8,8,-0.125,0.25,0.4375,0.0,0,22,4,1,α-circuit,2,beta,beta,full_beta_process_spec
L22_F110496,L2-GRAD-A,6,6,0.4635416666666667,0.4635416666666667,0.71875,0.0,0,22,4,1,α-circuit,2,alpha,alpha,
L22_F110496,L2-GRAD-B,6,5,-0.234375,0.421875,0.78125,0.0,0,22,4,1,α-circuit,2,beta,beta,
L22_F110496,CP-L3-01,2,2,-0.09375,0.34375,0.4375,0.0,0,22,4,1,α-circuit,3,alpha,alpha,
L22_F110496,CP-L3-02,2,2,-0.015625,0.046875,0.0625,0.0,0,22,4,1,α-circuit,3,alpha,alpha,
L22_F110496,CP-L3-03,2,2,0.09375,0.53125,0.625,0.0,0,22,4,1,α-circuit,3,alpha,alpha,
L22_F110496,CP-L3-04,2,2,0.09375,0.28125,0.375,0.0,0,22,4,1,α-circuit,3,alpha,alpha,
L22_F110496,L3-A1,8,7,0.19140625,0.22265625,0.5,0.0,0,22,4,1,α-circuit,3,alpha,alpha,helium4_equivalence
L22_F110496,L3-A2,8,6,0.21484375,0.21484375,0.625,0.0,0,22,4,1,α-circuit,3,alpha,alpha,composite_nuclear_object
L22_F110496,L3-A3,6,6,0.16145833333333334,0.22395833333333334,0.4375,0.0,0,22,4,1,α-circuit,3,alpha,alpha,heavy_nuclear_fragment
L22_F110496,L3-A4,6,6,0.0,0.08333333333333333,0.1875,0.0,0,22,4,1,α-circuit,3,alpha,alpha,baryon_number_4
L22_F110496,L3-B1,8,8,-0.27734375,0.27734375,0.4375,0.0,0,22,4,1,α-circuit,3,beta,beta,lepton_family
L22_F110496,L3-B2,8,8,0.00390625,0.21484375,0.5625,0.0,0,22,4,1,α-circuit,3,beta,beta,electron_equivalence
L22_F110496,L3-B3,6,6,-0.40625,0.40625,0.5625,0.16666666666666666,1,22,4,1,α-circuit,3,beta,beta,not_nuclear_fragment
L22_F110496,L3-B4,6,6,0.140625,0.265625,0.375,0.0,0,22,4,1,α-circuit,3,beta,beta,muon_family
L22_F110496,L3-FA,8,8,0.5,0.5,0.75,0.0,0,22,4,1,α-circuit,3,alpha,alpha,
L22_F110496,L3-FB,8,7,-0.41796875,0.41796875,0.625,0.0,0,22,4,1,α-circuit,3,beta,beta,
L22_F110496,AUX-A1,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A10,1,1,0.625,0.625,0.625,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A2,1,1,0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A3,1,1,0.25,0.25,0.25,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A4,1,1,0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A5,1,1,0.0625,0.0625,0.0625,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A6,1,0,0.0,0.0,0.0,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A7,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A8,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-A9,1,1,0.25,0.25,0.25,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-B1,1,1,-1.21875,1.21875,1.21875,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B10,1,1,-0.5,0.5,0.5,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B2,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B3,1,1,-0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B4,1,1,-0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B5,1,1,-0.1875,0.1875,0.1875,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B6,1,1,0.3125,0.3125,0.3125,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B7,1,0,0.0,0.0,0.0,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B8,1,1,0.03125,0.03125,0.03125,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-B9,1,1,0.25,0.25,0.25,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF1,1,1,0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-CF10,1,1,0.3125,0.3125,0.3125,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF11,1,1,0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-CF12,1,1,0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF2,1,1,0.0625,0.0625,0.0625,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF3,1,1,0.25,0.25,0.25,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-CF4,1,1,0.1875,0.1875,0.1875,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF5,1,0,0.0,0.0,0.0,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-CF6,1,1,-0.0625,0.0625,0.0625,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF7,1,1,0.0625,0.0625,0.0625,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-CF8,1,1,-0.5625,0.5625,0.5625,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-CF9,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO1,1,1,0.6875,0.6875,0.6875,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO10,1,1,-0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-ISO11,1,1,-0.5,0.5,0.5,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-ISO12,1,1,-0.75,0.75,0.75,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-ISO2,1,1,0.5,0.5,0.5,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO3,1,1,0.5625,0.5625,0.5625,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO4,1,1,0.75,0.75,0.75,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO5,1,1,0.9375,0.9375,0.9375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO6,1,1,0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-ISO7,1,1,-0.625,0.625,0.625,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-ISO8,1,1,-0.875,0.875,0.875,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-ISO9,1,1,-0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P1,1,1,0.8125,0.8125,0.8125,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P10,1,1,-0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P11,1,1,-0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P12,1,1,-0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P2,1,1,0.4375,0.4375,0.4375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P3,1,1,0.375,0.375,0.375,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P4,1,1,0.125,0.125,0.125,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P5,1,1,0.5625,0.5625,0.5625,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P6,1,1,0.75,0.75,0.75,0.0,0,22,4,1,α-circuit,AUX,alpha,alpha,
L22_F110496,AUX-P7,1,1,-0.5625,0.5625,0.5625,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P8,1,1,0.0625,0.0625,0.0625,0.0,0,22,4,1,α-circuit,AUX,beta,beta,
L22_F110496,AUX-P9,1,1,-0.3125,0.3125,0.3125,1.0,1,22,4,1,α-circuit,AUX,beta,beta,
L22_F113311,CP-L1-01,2,2,0.03125,0.65625,0.6875,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,CP-L1-02,2,2,0.0625,0.125,0.1875,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,CP-L1-03,2,2,0.21875,0.28125,0.5,0.5,1,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,CP-L1-04,2,2,0.3125,0.625,0.9375,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,CP-L1-05,2,2,0.125,0.375,0.5,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,CP-L1-06,2,2,0.09375,0.40625,0.5,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A1,2,2,0.3125,0.375,0.6875,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A2,2,2,0.5,0.5,0.9375,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A3,2,2,0.03125,0.09375,0.125,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A4,2,2,0.34375,0.34375,0.5,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A5,2,2,0.40625,0.40625,0.5,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-A6,2,1,-0.03125,0.03125,0.0625,0.0,0,22,1,-1,β-attr,1,alpha,alpha,
L22_F113311,KW-B1,2,2,-0.34375,0.34375,0.5625,0.0,0,22,1,-1,β-attr,1,beta,beta,
L22_F113311,KW-B2,2,2,-0.46875,0.46875,0.875,0.5,1,22,1,-1,β-attr,1,beta,beta,
L22_F113311,KW-B3,2,2,0.3125,0.3125,0.5,0.5,1,22,1,-1,β-attr,1,beta,beta,
L22_F113311,KW-B4,2,2,-0.109375,0.484375,0.59375,0.0,0,22,1,-1,β-attr,1,beta,beta,
L22_F113311,KW-B5,2,2,-0.734375,0.734375,1.15625,0.0,0,22,1,-1,β-attr,1,beta,beta,
L22_F113311,KW-B6,2,2,-0.015625,0.328125,0.34375,0.0,0,22,1,-1,β-attr,1,beta,beta,
L22_F113311,L1-A1,12,12,0.5729166666666666,0.5729166666666666,0.9375,0.0,0,22,1,-1,β-attr,1,alpha,alpha,emitted_charge_plus2
L22_F113311,L1-A2,12,12,0.3802083333333333,0.390625,0.9375,0.0,0,22,1,-1,β-attr,1,alpha,alpha,emitted_mass4
L22_F113311,L1-A3,12,10,0.15104166666666666,0.171875,0.75,0.0,0,22,1,-1,β-attr,1,alpha,alpha,daughter_z_minus2
L22_F113311,L1-A4,10,8,0.23125,0.24375,0.5625,0.0,0,22,1,-1,β-attr,1,alpha,alpha,daughter_a_minus4
L22_F113311,L1-A5,8,8,0.46875,0.46875,0.75,0.0,0,22,1,-1,β-attr,1,alpha,alpha,emitted_2protons
L22_F113311,L1-A6,8,8,0.375,0.375,0.625,0.0,0,22,1,-1,β-attr,1,alpha,alpha,emitted_2neutrons
L22_F113311,L1-B1,12,11,-0.3177083333333333,0.3385416666666667,0.8125,0.08333333333333333,1,22,1,-1,β-attr,1,beta,beta,emitted_charge_minus1
L22_F113311,L1-B2,12,12,-0.010416666666666666,0.19791666666666666,0.375,0.16666666666666666,2,22,1,-1,β-attr,1,beta,beta,daughter_z_plus1
L22_F113311,L1-B3,12,11,0.1796875,0.2890625,0.625,0.08333333333333333,1,22,1,-1,β-attr,1,beta,beta,daughter_a_unchanged
L22_F113311,L1-B4,10,9,0.1125,0.225,0.4375,0.3,3,22,1,-1,β-attr,1,beta,beta,antineutrino_emitted
L22_F113311,L1-B5,8,6,-0.20703125,0.20703125,0.5,0.0,0,22,1,-1,β-attr,1,beta,beta,emitted_mass_negligible
L22_F113311,L1-B6,8,8,0.09375,0.203125,0.3125,0.125,1,22,1,-1,β-attr,1,beta,beta,daughter_n_minus1
L22_F113311,CP-L2-01,2,2,-0.21875,0.84375,1.0625,0.5,1,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-02,2,2,0.15625,0.15625,0.25,0.5,1,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-03,2,2,0.1875,0.375,0.5625,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-04,2,2,-0.0625,0.875,0.9375,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-05,2,2,0.03125,0.21875,0.25,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-06,2,2,-0.03125,0.65625,0.6875,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-07,2,2,-0.21875,0.34375,0.5625,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-08,2,2,-0.203125,0.328125,0.53125,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-09,2,2,-0.125,0.25,0.375,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-10,2,2,0.15625,0.59375,0.75,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-11,2,2,-0.0625,0.6875,0.75,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-12,2,2,-0.265625,0.390625,0.65625,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-13,2,2,0.0625,0.25,0.3125,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,CP-L2-14,2,2,0.03125,0.34375,0.375,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,L2-AR1,10,10,0.484375,0.484375,0.6875,0.0,0,22,1,-1,β-attr,2,alpha,alpha,composition_2p2n
L22_F113311,L2-AR2,10,10,0.5875,0.5875,0.75,0.0,0,22,1,-1,β-attr,2,alpha,alpha,charge_plus_mass
L22_F113311,L2-AR3,10,10,0.30625,0.31875,0.75,0.0,0,22,1,-1,β-attr,2,alpha,alpha,daughter_z_and_a_alpha
L22_F113311,L2-AR4,8,8,0.45703125,0.45703125,0.875,0.0,0,22,1,-1,β-attr,2,alpha,alpha,composition_plus_daughter
L22_F113311,L2-AR5,8,8,0.1875,0.234375,0.5,0.0,0,22,1,-1,β-attr,2,alpha,alpha,charge_plus_daughter_z
L22_F113311,L2-AR6,8,8,0.12890625,0.27734375,0.5,0.0,0,22,1,-1,β-attr,2,alpha,alpha,mass_plus_daughter_a
L22_F113311,L2-AR7,6,6,0.22916666666666666,0.2708333333333333,0.4375,0.0,0,22,1,-1,β-attr,2,alpha,alpha,narrative_ejection
L22_F113311,L2-AR8,8,8,0.6171875,0.6171875,0.8125,0.0,0,22,1,-1,β-attr,2,alpha,alpha,full_emitted_alpha_spec
L22_F113311,L2-BR1,10,10,0.06875,0.29375,0.5625,0.1,1,22,1,-1,β-attr,2,beta,beta,z_plus1_a_unchanged
L22_F113311,L2-BR2,10,10,-0.615625,0.615625,0.875,0.1,1,22,1,-1,β-attr,2,beta,beta,neutron_to_proton
L22_F113311,L2-BR3,8,8,-0.41796875,0.41796875,0.65625,0.0,0,22,1,-1,β-attr,2,beta,beta,n_to_p_with_antineutrino
L22_F113311,L2-BR4,8,8,-0.1171875,0.1796875,0.5625,0.0,0,22,1,-1,β-attr,2,beta,beta,charge_plus_z_change
L22_F113311,L2-BR5,6,6,-0.14583333333333334,0.1875,0.375,0.0,0,22,1,-1,β-attr,2,beta,beta,charge_plus_a_unchanged
L22_F113311,L2-BR6,8,7,-0.09375,0.234375,0.5625,0.125,1,22,1,-1,β-attr,2,beta,beta,z_plus1_with_antineutrino
L22_F113311,L2-BR7,8,7,-0.42578125,0.42578125,0.78125,0.0,0,22,1,-1,β-attr,2,beta,beta,n_to_p_plus_z_plus1
L22_F113311,L2-BR8,8,8,-0.03125,0.21875,0.3125,0.0,0,22,1,-1,β-attr,2,beta,beta,full_beta_process_spec
L22_F113311,L2-GRAD-A,6,6,0.3541666666666667,0.3958333333333333,0.59375,0.0,0,22,1,-1,β-attr,2,alpha,alpha,
L22_F113311,L2-GRAD-B,6,5,-0.109375,0.3802083333333333,0.59375,0.16666666666666666,1,22,1,-1,β-attr,2,beta,beta,
L22_F113311,CP-L3-01,2,2,-0.09375,0.28125,0.375,0.0,0,22,1,-1,β-attr,3,alpha,alpha,
L22_F113311,CP-L3-02,2,2,0.0625,0.09375,0.15625,0.0,0,22,1,-1,β-attr,3,alpha,alpha,
L22_F113311,CP-L3-03,2,2,0.25,0.5625,0.8125,0.0,0,22,1,-1,β-attr,3,alpha,alpha,
L22_F113311,CP-L3-04,2,2,0.1875,0.3125,0.5,0.0,0,22,1,-1,β-attr,3,alpha,alpha,
L22_F113311,L3-A1,8,8,0.06640625,0.23046875,0.4375,0.0,0,22,1,-1,β-attr,3,alpha,alpha,helium4_equivalence
L22_F113311,L3-A2,8,7,0.234375,0.234375,0.5625,0.0,0,22,1,-1,β-attr,3,alpha,alpha,composite_nuclear_object
L22_F113311,L3-A3,6,6,0.16145833333333334,0.22395833333333334,0.4375,0.0,0,22,1,-1,β-attr,3,alpha,alpha,heavy_nuclear_fragment
L22_F113311,L3-A4,6,5,0.041666666666666664,0.08333333333333333,0.125,0.0,0,22,1,-1,β-attr,3,alpha,alpha,baryon_number_4
L22_F113311,L3-B1,8,7,-0.17578125,0.19140625,0.4375,0.0,0,22,1,-1,β-attr,3,beta,beta,lepton_family
L22_F113311,L3-B2,8,7,0.05859375,0.20703125,0.625,0.0,0,22,1,-1,β-attr,3,beta,beta,electron_equivalence
L22_F113311,L3-B3,6,6,-0.296875,0.296875,0.46875,0.0,0,22,1,-1,β-attr,3,beta,beta,not_nuclear_fragment
L22_F113311,L3-B4,6,6,0.21354166666666666,0.296875,0.5,0.0,0,22,1,-1,β-attr,3,beta,beta,muon_family
L22_F113311,L3-FA,8,8,0.3984375,0.3984375,0.6875,0.0,0,22,1,-1,β-attr,3,alpha,alpha,
L22_F113311,L3-FB,8,8,-0.3359375,0.3515625,0.5,0.0,0,22,1,-1,β-attr,3,beta,beta,
L22_F113311,AUX-A1,1,1,0.5,0.5,0.5,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A10,1,1,0.5625,0.5625,0.5625,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A2,1,0,0.0,0.0,0.0,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A3,1,1,0.1875,0.1875,0.1875,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A4,1,1,0.0625,0.0625,0.0625,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A5,1,1,-0.1875,0.1875,0.1875,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A6,1,1,-0.125,0.125,0.125,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A7,1,1,0.625,0.625,0.625,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A8,1,1,0.3125,0.3125,0.3125,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-A9,1,1,0.1875,0.1875,0.1875,0.0,0,22,1,-1,β-attr,AUX,alpha,alpha,
L22_F113311,AUX-B1,1,1,-1.125,1.125,1.125,1.0,1,22,1,-1,β-attr,AUX,beta,beta,
L22_F113311,AUX-B10,1,1,-0.3125,0.3125,0.3125,1.0,1,22,1,-1,β-attr,AUX,beta,beta,
L22_F113311,AUX-B2,1,1,0.3125,0.3125,0.3125,0.0,0,22,1,-1,β-attr,AUX,beta,beta,
L22_F113311,AUX-B3,1,1,-0.0625,0.0625,0.0625,0.0,0,22,1,-1,β-attr,AUX,beta,beta,
L22_F113311,AUX-B4,1,1,-0.4375,0.4375,0.4375,0.0,0,22,1,-1,β-attr,AUX,beta,beta,
L22_F113311,AUX-B5,1,1,-0.0625,0.0625,0.0625,0.0,0,22,1,-1,β-attr,AUX,beta,beta,
