experiment_type,prompt_idx,layer,feature_indices,baseline_logit_diff,intervened_logit_diff,effect_size,abs_effect_size,relative_effect,sign_flipped,metadata,feature_source,skipped_reason,layer_has_graph_features,feature_id,concept_index
steering,45,17,"[111317, 39571, 39948, 149790, 90031]",4.25,6.09375,1.84375,1.84375,0.43382352839100347,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,46,17,"[111317, 39571, 39948, 149790, 90031]",10.625,10.75,0.125,0.125,0.011764705871280276,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,47,17,"[111317, 39571, 39948, 149790, 90031]",5.6875,4.5625,-1.125,1.125,0.19780219745441371,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,48,17,"[111317, 39571, 39948, 149790, 90031]",8.5,8.625,0.125,0.125,0.014705882335640137,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,49,17,"[111317, 39571, 39948, 149790, 90031]",6.625,7.28125,0.65625,0.65625,0.0990566036240655,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,50,17,"[111317, 39571, 39948, 149790, 90031]",9.875,10.125,0.25,0.25,0.02531645567056561,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,51,17,"[111317, 39571, 39948, 149790, 90031]",8.0625,9.1875,1.125,1.125,0.1395348835478637,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,52,17,"[111317, 39571, 39948, 149790, 90031]",7.5,7.96875,0.46875,0.46875,0.06249999991666667,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,53,17,"[111317, 39571, 39948, 149790, 90031]",6.6875,6.5,-0.1875,0.1875,0.028037383135645036,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,54,17,"[111317, 39571, 39948, 149790, 90031]",7.5,8.0,0.5,0.5,0.06666666657777778,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,55,17,"[111317, 39571, 39948, 149790, 90031]",5.90625,5.4375,-0.46875,0.46875,0.07936507923070463,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,56,17,"[111317, 39571, 39948, 149790, 90031]",10.625,9.8125,-0.8125,0.8125,0.07647058816332179,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,57,17,"[111317, 39571, 39948, 149790, 90031]",9.125,8.375,-0.75,0.75,0.08219178073184462,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,58,17,"[111317, 39571, 39948, 149790, 90031]",4.6875,4.5625,-0.125,0.125,0.02666666660977778,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,59,17,"[111317, 39571, 39948, 149790, 90031]",4.25,4.9375,0.6875,0.6875,0.1617647055017301,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,60,17,"[111317, 39571, 39948, 149790, 90031]",6.21875,6.96875,0.75,0.75,0.12060301488144239,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,61,17,"[111317, 39571, 39948, 149790, 90031]",4.03125,7.625,3.59375,3.59375,0.8914728660056487,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,62,17,"[111317, 39571, 39948, 149790, 90031]",2.90625,2.75,-0.15625,0.15625,0.05376344067522257,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,63,17,"[111317, 39571, 39948, 149790, 90031]",4.96875,4.03125,-0.9375,0.9375,0.18867924490328705,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,64,17,"[111317, 39571, 39948, 149790, 90031]",3.3125,3.546875,0.234375,0.234375,0.07075471676753294,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,65,17,"[111317, 39571, 39948, 149790, 90031]",4.59375,4.21875,-0.375,0.375,0.08163265288352076,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,66,17,"[111317, 39571, 39948, 149790, 90031]",5.15625,5.875,0.71875,0.71875,0.13939393912359963,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,67,17,"[111317, 39571, 39948, 149790, 90031]",6.59375,7.65625,1.0625,1.0625,0.1611374405139148,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,68,17,"[111317, 39571, 39948, 149790, 90031]",12.0625,11.0625,-1.0,1.0,0.08290155433541839,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,69,17,"[111317, 39571, 39948, 149790, 90031]",3.0,1.0625,-1.9375,1.9375,0.6458333311805555,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,70,17,"[111317, 39571, 39948, 149790, 90031]",2.359375,1.5,-0.859375,0.859375,0.3642384090522346,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,71,17,"[111317, 39571, 39948, 149790, 90031]",6.71875,6.65625,-0.0625,0.0625,0.009302325567550028,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,72,17,"[111317, 39571, 39948, 149790, 90031]",5.96875,5.59375,-0.375,0.375,0.06282722502562978,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,73,17,"[111317, 39571, 39948, 149790, 90031]",6.84375,7.5,0.65625,0.65625,0.09589041081879027,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,74,17,"[111317, 39571, 39948, 149790, 90031]",7.25,7.84375,0.59375,0.59375,0.08189655161117718,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,75,17,"[111317, 39571, 39948, 149790, 90031]",5.84375,6.3125,0.46875,0.46875,0.08021390360605107,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,76,17,"[111317, 39571, 39948, 149790, 90031]",9.125,8.0625,-1.0625,1.0625,0.11643835603677988,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,77,17,"[111317, 39571, 39948, 149790, 90031]",1.78125,1.0625,-0.71875,0.71875,0.40350876966451216,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,78,17,"[111317, 39571, 39948, 149790, 90031]",1.625,0.25,-1.375,1.375,0.8461538409467456,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,79,17,"[111317, 39571, 39948, 149790, 90031]",8.875,11.5,2.625,2.625,0.2957746475540567,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,80,17,"[111317, 39571, 39948, 149790, 90031]",10.875,10.25,-0.625,0.625,0.05747126431496895,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,81,17,"[111317, 39571, 39948, 149790, 90031]",10.875,10.0,-0.875,0.875,0.08045977004095653,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,82,17,"[111317, 39571, 39948, 149790, 90031]",6.6875,6.5625,-0.125,0.125,0.01869158875709669,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,83,17,"[111317, 39571, 39948, 149790, 90031]",10.75,9.25,-1.5,1.5,0.13953488359113034,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,84,17,"[111317, 39571, 39948, 149790, 90031]",0.9375,2.375,1.4375,1.4375,1.5333333169777779,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,85,17,"[111317, 39571, 39948, 149790, 90031]",6.5,4.9375,-1.5625,1.5625,0.2403846150147929,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,86,17,"[111317, 39571, 39948, 149790, 90031]",10.5625,9.875,-0.6875,0.6875,0.0650887573348272,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,87,17,"[111317, 39571, 39948, 149790, 90031]",5.5625,4.28125,-1.28125,1.28125,0.23033707823759628,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,88,17,"[111317, 39571, 39948, 149790, 90031]",8.8125,8.4375,-0.375,0.375,0.04255319144107439,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,89,17,"[111317, 39571, 39948, 149790, 90031]",5.09375,5.84375,0.75,0.75,0.1472392635146223,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,90,17,"[111317, 39571, 39948, 149790, 90031]",6.8125,8.5625,1.75,1.75,0.2568807335678815,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,91,17,"[111317, 39571, 39948, 149790, 90031]",9.125,6.6875,-2.4375,2.4375,0.267123287378495,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,92,17,"[111317, 39571, 39948, 149790, 90031]",4.71875,2.53125,-2.1875,2.1875,0.4635761579579843,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,93,17,"[111317, 39571, 39948, 149790, 90031]",7.4375,5.4375,-2.0,2.0,0.2689075626636537,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,94,17,"[111317, 39571, 39948, 149790, 90031]",7.375,6.5625,-0.8125,0.8125,0.11016949137604137,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,95,17,"[111317, 39571, 39948, 149790, 90031]",5.75,4.4375,-1.3125,1.3125,0.22826086916824198,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,96,17,"[111317, 39571, 39948, 149790, 90031]",5.09375,2.5625,-2.53125,2.53125,0.49693251436185026,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,97,17,"[111317, 39571, 39948, 149790, 90031]",5.4375,4.875,-0.5625,0.5625,0.10344827567181926,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,98,17,"[111317, 39571, 39948, 149790, 90031]",6.25,4.96875,-1.28125,1.28125,0.204999999672,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,99,17,"[111317, 39571, 39948, 149790, 90031]",9.3125,9.5,0.1875,0.1875,0.020134228166298812,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,0,18,"[81387, 48134, 160254, 71234, 71688]",8.375,6.0,-2.375,2.375,0.2835820892136333,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,1,18,"[81387, 48134, 160254, 71234, 71688]",4.78125,2.359375,-2.421875,2.421875,0.5065359466529967,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,2,18,"[81387, 48134, 160254, 71234, 71688]",12.0625,11.9375,-0.125,0.125,0.010362694291927299,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,3,18,"[81387, 48134, 160254, 71234, 71688]",10.0,10.25,0.25,0.25,0.024999999975,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,4,18,"[81387, 48134, 160254, 71234, 71688]",7.65625,6.65625,-1.0,1.0,0.1306122447273636,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,5,18,"[81387, 48134, 160254, 71234, 71688]",3.65625,1.96875,-1.6875,1.6875,0.46153846027613415,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,6,18,"[81387, 48134, 160254, 71234, 71688]",11.0,12.9375,1.9375,1.9375,0.17613636347623965,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,7,18,"[81387, 48134, 160254, 71234, 71688]",5.90625,2.625,-3.28125,3.28125,0.5555555546149324,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,8,18,"[81387, 48134, 160254, 71234, 71688]",5.96875,5.75,-0.21875,0.21875,0.03664921459828404,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,9,18,"[81387, 48134, 160254, 71234, 71688]",3.375,3.8125,0.4375,0.4375,0.12962962924554183,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,10,18,"[81387, 48134, 160254, 71234, 71688]",6.09375,5.0625,-1.03125,1.03125,0.1692307689530572,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,11,18,"[81387, 48134, 160254, 71234, 71688]",6.75,4.96875,-1.78125,1.78125,0.2638888884979424,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,12,18,"[81387, 48134, 160254, 71234, 71688]",7.40625,9.0,1.59375,1.59375,0.2151898731271698,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,13,18,"[81387, 48134, 160254, 71234, 71688]",9.25,8.0,-1.25,1.25,0.1351351349890431,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,14,18,"[81387, 48134, 160254, 71234, 71688]",10.375,8.5,-1.875,1.875,0.18072289139207431,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,15,18,"[81387, 48134, 160254, 71234, 71688]",4.75,1.5,-3.25,3.25,0.6842105248753463,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,16,18,"[81387, 48134, 160254, 71234, 71688]",3.75,-1.875,-5.625,5.625,1.4999999960000001,True,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,17,18,"[81387, 48134, 160254, 71234, 71688]",2.0,-0.875,-2.875,2.875,1.4374999928125,True,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,18,18,"[81387, 48134, 160254, 71234, 71688]",8.5625,8.75,0.1875,0.1875,0.021897810193404015,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,19,18,"[81387, 48134, 160254, 71234, 71688]",3.96875,4.46875,0.5,0.5,0.1259842516510633,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,20,18,"[81387, 48134, 160254, 71234, 71688]",6.0,3.84375,-2.15625,2.15625,0.3593749994010417,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,21,18,"[81387, 48134, 160254, 71234, 71688]",9.75,9.5625,-0.1875,0.1875,0.019230769211045363,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,22,18,"[81387, 48134, 160254, 71234, 71688]",3.0,0.875,-2.125,2.125,0.7083333309722223,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,23,18,"[81387, 48134, 160254, 71234, 71688]",-1.890625,-0.734375,1.15625,1.15625,0.6115702446991326,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,24,18,"[81387, 48134, 160254, 71234, 71688]",6.1875,3.53125,-2.65625,2.65625,0.42929292859912255,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,25,18,"[81387, 48134, 160254, 71234, 71688]",5.03125,0.375,-4.65625,4.65625,0.9254658366698816,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,26,18,"[81387, 48134, 160254, 71234, 71688]",6.0,4.8125,-1.1875,1.1875,0.19791666633680555,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,27,18,"[81387, 48134, 160254, 71234, 71688]",4.8125,2.125,-2.6875,2.6875,0.5584415572811604,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,28,18,"[81387, 48134, 160254, 71234, 71688]",6.875,5.96875,-0.90625,0.90625,0.1318181816264463,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,29,18,"[81387, 48134, 160254, 71234, 71688]",4.0625,1.0,-3.0625,3.0625,0.7538461519905325,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,30,18,"[81387, 48134, 160254, 71234, 71688]",7.03125,6.59375,-0.4375,0.4375,0.0622222221337284,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,31,18,"[81387, 48134, 160254, 71234, 71688]",7.5,8.3125,0.8125,0.8125,0.1083333331888889,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,32,18,"[81387, 48134, 160254, 71234, 71688]",4.25,4.25,0.0,0.0,0.0,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,33,18,"[81387, 48134, 160254, 71234, 71688]",7.4375,4.75,-2.6875,2.6875,0.3613445373292847,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,34,18,"[81387, 48134, 160254, 71234, 71688]",7.0625,3.515625,-3.546875,3.546875,0.5022123886694337,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,35,18,"[81387, 48134, 160254, 71234, 71688]",8.3125,9.875,1.5625,1.5625,0.1879699245859008,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,36,18,"[81387, 48134, 160254, 71234, 71688]",5.53125,3.75,-1.78125,1.78125,0.32203389772287655,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,37,18,"[81387, 48134, 160254, 71234, 71688]",7.875,8.375,0.5,0.5,0.06349206341143865,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,38,18,"[81387, 48134, 160254, 71234, 71688]",-0.9375,-2.375,-1.4375,1.4375,1.5333333169777779,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,39,18,"[81387, 48134, 160254, 71234, 71688]",6.125,4.375,-1.75,1.75,0.2857142852478134,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,40,18,"[81387, 48134, 160254, 71234, 71688]",3.921875,2.125,-1.796875,1.796875,0.4581673295090554,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,41,18,"[81387, 48134, 160254, 71234, 71688]",6.5625,5.5625,-1.0,1.0,0.15238095214875283,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,42,18,"[81387, 48134, 160254, 71234, 71688]",9.5,8.4375,-1.0625,1.0625,0.11184210514542935,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,43,18,"[81387, 48134, 160254, 71234, 71688]",-0.9375,-0.3125,0.625,0.625,0.6666666595555556,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,44,18,"[81387, 48134, 160254, 71234, 71688]",8.75,7.375,-1.375,1.375,0.1571428569632653,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,45,18,"[81387, 48134, 160254, 71234, 71688]",4.25,2.8125,-1.4375,1.4375,0.3382352933217993,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,46,18,"[81387, 48134, 160254, 71234, 71688]",10.625,11.8125,1.1875,1.1875,0.11176470577716262,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,47,18,"[81387, 48134, 160254, 71234, 71688]",5.6875,2.96875,-2.71875,2.71875,0.4780219771814998,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,48,18,"[81387, 48134, 160254, 71234, 71688]",8.5,8.5,0.0,0.0,0.0,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,49,18,"[81387, 48134, 160254, 71234, 71688]",6.625,8.75,2.125,2.125,0.320754716496974,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,50,18,"[81387, 48134, 160254, 71234, 71688]",9.875,2.25,-7.625,7.625,0.7721518979522511,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,51,18,"[81387, 48134, 160254, 71234, 71688]",8.0625,5.75,-2.3125,2.3125,0.2868217050706087,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,52,18,"[81387, 48134, 160254, 71234, 71688]",7.5,5.65625,-1.84375,1.84375,0.24583333300555557,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,53,18,"[81387, 48134, 160254, 71234, 71688]",6.6875,3.234375,-3.453125,3.453125,0.516355139414796,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,54,18,"[81387, 48134, 160254, 71234, 71688]",7.5,6.625,-0.875,0.875,0.11666666651111111,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,55,18,"[81387, 48134, 160254, 71234, 71688]",5.90625,3.875,-2.03125,2.03125,0.3439153433330534,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,56,18,"[81387, 48134, 160254, 71234, 71688]",10.625,10.375,-0.25,0.25,0.02352941174256055,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,57,18,"[81387, 48134, 160254, 71234, 71688]",9.125,8.0,-1.125,1.125,0.12328767109776692,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,58,18,"[81387, 48134, 160254, 71234, 71688]",4.6875,1.953125,-2.734375,2.734375,0.5833333320888889,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,59,18,"[81387, 48134, 160254, 71234, 71688]",4.25,1.125,-3.125,3.125,0.735294115916955,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,60,18,"[81387, 48134, 160254, 71234, 71688]",6.21875,5.5,-0.71875,0.71875,0.1155778892613823,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,61,18,"[81387, 48134, 160254, 71234, 71688]",4.03125,4.6875,0.65625,0.65625,0.16279069727059672,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
steering,62,18,"[81387, 48134, 160254, 71234, 71688]",2.90625,0.4375,-2.46875,2.46875,0.8494623626685166,False,"{'behaviour': 'physics_internal_candidate_selection_v2', 'coefficient': 10.0, 'n_features': 5}",graph,,True,,-1
