prompt_idx,layer,zone,layer_delta,cumulative_delta,projected_logit_diff,baseline_logit_diff,flip_layer
7,13,early,-0.5,-0.07876110076904308,0.4837388992309569,0.5625,16.0
7,14,early,0.3125,0.23373889923095692,0.7962388992309569,0.5625,16.0
7,15,early,-0.6875,-0.4537611007690431,0.10873889923095692,0.5625,16.0
7,16,early,-0.125,-0.5787611007690431,-0.01626110076904308,0.5625,16.0
7,18,mid,-0.625,-1.203761100769043,-0.641261100769043,0.5625,16.0
7,19,mid,-0.5,-1.703761100769043,-1.141261100769043,0.5625,16.0
7,21,mid,-0.1875,-1.891261100769043,-1.328761100769043,0.5625,16.0
7,22,mid,1.2430105209350586,-0.6482505798339844,-0.08575057983398438,0.5625,16.0
7,23,late,1.7025299072265625,1.0542793273925781,1.6167793273925781,0.5625,16.0
7,24,late,-8.117932319641113,-7.063652992248535,-6.501152992248535,0.5625,16.0
7,25,late,0.26028251647949197,-6.803370475769043,-6.240870475769043,0.5625,16.0
8,10,early,-0.0104169845581054,-0.0104169845581054,3.0520830154418945,3.0625,
8,11,early,0.0190763473510742,0.008659362792968802,3.0711593627929688,3.0625,
8,12,early,1.21875,1.2274093627929688,4.289909362792969,3.0625,
8,13,early,-0.34375,0.8836593627929688,3.9461593627929688,3.0625,
8,14,early,-0.5,0.38365936279296875,3.4461593627929688,3.0625,
8,15,early,-0.65625,-0.27259063720703125,2.7899093627929688,3.0625,
8,16,early,-0.09375,-0.36634063720703125,2.6961593627929688,3.0625,
8,18,mid,0.21875,-0.14759063720703125,2.9149093627929688,3.0625,
8,19,mid,-0.28125,-0.42884063720703125,2.6336593627929688,3.0625,
8,21,mid,0.1875,-0.24134063720703125,2.8211593627929688,3.0625,
8,22,mid,0.9410896301269531,0.6997489929199219,3.762248992919922,3.0625,
8,23,late,-0.76631760597229,-0.06656861305236816,2.995931386947632,3.0625,
8,24,late,-0.4698596000671386,-0.5364282131195068,2.526071786880493,3.0625,
8,25,late,1.5759544372558594,1.0395262241363525,4.1020262241363525,3.0625,
9,10,early,-1.4245619773864746,-1.4245619773864746,0.7004380226135254,2.125,11.0
9,11,early,-0.7769560813903809,-2.2015180587768555,-0.07651805877685547,2.125,11.0
9,12,early,0.34375,-1.8577680587768555,0.26723194122314453,2.125,11.0
9,13,early,-0.21875,-2.0765180587768555,0.04848194122314453,2.125,11.0
9,14,early,-0.34375,-2.4202680587768555,-0.29526805877685547,2.125,11.0
9,15,early,-0.0625,-2.4827680587768555,-0.35776805877685547,2.125,11.0
9,16,early,-0.75,-3.2327680587768555,-1.1077680587768555,2.125,11.0
9,18,mid,-0.6875,-3.9202680587768555,-1.7952680587768555,2.125,11.0
9,19,mid,0.1875,-3.7327680587768555,-1.6077680587768555,2.125,11.0
9,21,mid,-0.34375,-4.0765180587768555,-1.9515180587768555,2.125,11.0
9,22,mid,-1.911907196044922,-5.988425254821777,-3.8634252548217773,2.125,11.0
9,23,late,-0.8432102203369141,-6.831635475158691,-4.706635475158691,2.125,11.0
9,24,late,-1.3133668899536133,-8.145002365112305,-6.020002365112305,2.125,11.0
9,25,late,-1.0356893539428709,-9.180691719055176,-7.055691719055176,2.125,11.0
10,10,early,0.248908519744873,0.248908519744873,3.655158519744873,3.40625,
10,11,early,1.525527000427246,1.7744355201721191,5.180685520172119,3.40625,
10,12,early,-0.09375,1.6806855201721191,5.086935520172119,3.40625,
10,13,early,0.03125,1.7119355201721191,5.118185520172119,3.40625,
10,14,early,1.03125,2.743185520172119,6.149435520172119,3.40625,
10,15,early,-0.40625,2.336935520172119,5.743185520172119,3.40625,
10,16,early,0.09375,2.430685520172119,5.836935520172119,3.40625,
10,18,mid,0.625,3.055685520172119,6.461935520172119,3.40625,
10,19,mid,0.375,3.430685520172119,6.836935520172119,3.40625,
10,21,mid,0.8125,4.243185520172119,7.649435520172119,3.40625,
10,22,mid,1.2312912940979006,5.4744768142700195,8.88072681427002,3.40625,
10,23,late,3.57173490524292,9.04621171951294,12.45246171951294,3.40625,
10,24,late,-4.503726959228516,4.542484760284424,7.948734760284424,3.40625,
10,25,late,2.749807357788086,7.29229211807251,10.69854211807251,3.40625,
11,10,early,0.2125501632690429,0.2125501632690429,2.525050163269043,2.3125,
11,11,early,-0.3005709648132324,-0.08802080154418951,2.2244791984558105,2.3125,
11,12,early,-0.0625,-0.1505208015441895,2.1619791984558105,2.3125,
11,13,early,0.3125,0.1619791984558105,2.4744791984558105,2.3125,
11,14,early,-0.8125,-0.6505208015441895,1.6619791984558105,2.3125,
11,15,early,-0.03125,-0.6817708015441895,1.6307291984558105,2.3125,
11,16,early,0.03125,-0.6505208015441895,1.6619791984558105,2.3125,
11,18,mid,1.0,0.34947919845581055,2.6619791984558105,2.3125,
11,19,mid,0.875,1.2244791984558105,3.5369791984558105,2.3125,
11,21,mid,0.875,2.0994791984558105,4.4119791984558105,2.3125,
11,22,mid,2.506747245788574,4.606226444244385,6.918726444244385,2.3125,
11,23,late,-0.6505107879638672,3.9557156562805176,6.268215656280518,2.3125,
11,24,late,2.9734926223754883,6.929208278656006,9.241708278656006,2.3125,
11,25,late,4.486083030700684,11.41529130935669,13.72779130935669,2.3125,
12,10,early,-0.5170993804931641,-0.5170993804931641,4.826650619506836,5.34375,
12,11,early,0.5879960060119629,0.07089662551879883,5.414646625518799,5.34375,
12,12,early,0.59375,0.6646466255187988,6.008396625518799,5.34375,
12,13,early,0.65625,1.3208966255187988,6.664646625518799,5.34375,
12,14,early,1.15625,2.477146625518799,7.820896625518799,5.34375,
12,15,early,-0.65625,1.8208966255187988,7.164646625518799,5.34375,
12,16,early,-0.78125,1.0396466255187988,6.383396625518799,5.34375,
12,18,mid,-0.34375,0.6958966255187988,6.039646625518799,5.34375,
12,19,mid,-0.75,-0.05410337448120117,5.289646625518799,5.34375,
12,21,mid,-0.03125,-0.08535337448120117,5.258396625518799,5.34375,
12,22,mid,0.8157634735107422,0.730410099029541,6.074160099029541,5.34375,
12,23,late,3.5473480224609375,4.2777581214904785,9.621508121490479,5.34375,
12,24,late,9.324265003204346,13.602023124694824,18.945773124694824,5.34375,
12,25,late,8.983724594116211,22.585747718811035,27.929497718811035,5.34375,
13,10,early,0.3145380020141601,0.3145380020141601,6.68953800201416,6.375,
13,11,early,0.3095312118530273,0.6240692138671874,6.9990692138671875,6.375,
13,12,early,0.90625,1.5303192138671875,7.9053192138671875,6.375,
13,13,early,1.34375,2.8740692138671875,9.249069213867188,6.375,
13,14,early,0.21875,3.0928192138671875,9.467819213867188,6.375,
13,15,early,-0.5625,2.5303192138671875,8.905319213867188,6.375,
13,16,early,0.21875,2.7490692138671875,9.124069213867188,6.375,
13,18,mid,0.28125,3.0303192138671875,9.405319213867188,6.375,
13,19,mid,0.0625,3.0928192138671875,9.467819213867188,6.375,
13,21,mid,-0.25,2.8428192138671875,9.217819213867188,6.375,
13,22,mid,2.003329277038574,4.846148490905762,11.221148490905762,6.375,
13,23,late,7.644491195678712,12.490639686584473,18.865639686584473,6.375,
13,24,late,13.876368045806885,26.367007732391357,32.74200773239136,6.375,
13,25,late,14.689804077148438,41.056811809539795,47.431811809539795,6.375,
14,10,early,-2.1358375549316406,-2.1358375549316406,4.739162445068359,6.875,24.0
14,11,early,0.0372133255004882,-2.0986242294311523,4.776375770568848,6.875,24.0
14,12,early,-0.3125,-2.4111242294311523,4.463875770568848,6.875,24.0
14,13,early,1.5,-0.9111242294311523,5.963875770568848,6.875,24.0
14,14,early,-0.375,-1.2861242294311523,5.588875770568848,6.875,24.0
14,15,early,0.84375,-0.44237422943115234,6.432625770568848,6.875,24.0
14,16,early,-0.28125,-0.7236242294311523,6.151375770568848,6.875,24.0
14,18,mid,0.875,0.15137577056884766,7.026375770568848,6.875,24.0
14,19,mid,-0.75,-0.5986242294311523,6.276375770568848,6.875,24.0
14,21,mid,-0.28125,-0.8798742294311523,5.995125770568848,6.875,24.0
14,22,mid,-1.2108020782470703,-2.0906763076782227,4.784323692321777,6.875,24.0
14,23,late,-0.9159717559814452,-3.006648063659668,3.868351936340332,6.875,24.0
14,24,late,-7.452226638793945,-10.458874702453613,-3.5838747024536133,6.875,24.0
14,25,late,-3.0721492767333984,-13.531023979187012,-6.656023979187012,6.875,24.0
15,10,early,-0.822047233581543,-0.822047233581543,5.552952766418457,6.375,
15,11,early,-0.3413562774658203,-1.1634035110473633,5.211596488952637,6.375,
15,12,early,0.90625,-0.2571535110473633,6.117846488952637,6.375,
15,13,early,0.5625,0.3053464889526367,6.680346488952637,6.375,
15,14,early,0.59375,0.8990964889526367,7.274096488952637,6.375,
15,15,early,-0.125,0.7740964889526367,7.149096488952637,6.375,
15,16,early,-0.4375,0.3365964889526367,6.711596488952637,6.375,
15,18,mid,-0.125,0.21159648895263672,6.586596488952637,6.375,
15,19,mid,-0.875,-0.6634035110473633,5.711596488952637,6.375,
15,21,mid,0.09375,-0.5696535110473633,5.805346488952637,6.375,
15,22,mid,2.0994472503662114,1.529793739318848,7.904793739318848,6.375,
15,23,late,3.5895442962646484,5.119338035583496,11.494338035583496,6.375,
15,24,late,1.998298645019531,7.117636680603027,13.492636680603027,6.375,
15,25,late,10.325271606445312,17.44290828704834,23.81790828704834,6.375,
16,10,early,-1.0949201583862305,-1.0949201583862305,6.8738298416137695,7.96875,
16,11,early,0.0903196334838867,-1.0046005249023438,6.964149475097656,7.96875,
16,12,early,0.0,-1.0046005249023438,6.964149475097656,7.96875,
16,13,early,2.15625,1.1516494750976562,9.120399475097656,7.96875,
16,14,early,0.71875,1.8703994750976562,9.839149475097656,7.96875,
16,15,early,0.71875,2.5891494750976562,10.557899475097656,7.96875,
16,16,early,0.78125,3.3703994750976562,11.339149475097656,7.96875,
16,18,mid,0.65625,4.026649475097656,11.995399475097656,7.96875,
16,19,mid,0.21875,4.245399475097656,12.214149475097656,7.96875,
16,21,mid,0.46875,4.714149475097656,12.682899475097656,7.96875,
16,22,mid,0.319380760192871,5.033530235290527,13.002280235290527,7.96875,
16,23,late,-0.4833965301513672,4.55013370513916,12.51888370513916,7.96875,
16,24,late,-3.246718406677246,1.303415298461914,9.272165298461914,7.96875,
16,25,late,-2.4192962646484375,-1.1158809661865234,6.852869033813477,7.96875,
17,10,early,0.4446110725402832,0.4446110725402832,5.413361072540283,4.96875,
17,11,early,0.2145509719848632,0.6591620445251464,5.6279120445251465,4.96875,
17,12,early,0.28125,0.9404120445251464,5.9091620445251465,4.96875,
17,13,early,-0.625,0.3154120445251464,5.2841620445251465,4.96875,
17,14,early,-0.53125,-0.21583795547485363,4.7529120445251465,4.96875,
17,15,early,0.375,0.15916204452514637,5.1279120445251465,4.96875,
17,16,early,0.25,0.4091620445251464,5.3779120445251465,4.96875,
17,18,mid,-0.5,-0.09083795547485363,4.8779120445251465,4.96875,
17,19,mid,0.09375,0.0029120445251463734,4.9716620445251465,4.96875,
17,21,mid,0.5,0.5029120445251464,5.4716620445251465,4.96875,
17,22,mid,0.8547077178955078,1.3576197624206543,6.326369762420654,4.96875,
17,23,late,6.429457664489746,7.7870774269104,12.7558274269104,4.96875,
17,24,late,3.23445463180542,11.02153205871582,15.99028205871582,4.96875,
17,25,late,4.74015998840332,15.76169204711914,20.73044204711914,4.96875,
18,10,early,-1.0833234786987305,-1.0833234786987305,-0.14582347869873047,0.9375,10.0
18,11,early,0.386260986328125,-0.6970624923706055,0.24043750762939453,0.9375,10.0
18,12,early,1.25,0.5529375076293945,1.4904375076293945,0.9375,10.0
18,13,early,-0.25,0.30293750762939453,1.2404375076293945,0.9375,10.0
18,14,early,0.4375,0.7404375076293945,1.6779375076293945,0.9375,10.0
18,15,early,0.375,1.1154375076293945,2.0529375076293945,0.9375,10.0
18,16,early,-0.5,0.6154375076293945,1.5529375076293945,0.9375,10.0
18,18,mid,-0.25,0.36543750762939453,1.3029375076293945,0.9375,10.0
18,19,mid,-1.0625,-0.6970624923706055,0.24043750762939453,0.9375,10.0
18,21,mid,0.3125,-0.38456249237060547,0.5529375076293945,0.9375,10.0
18,22,mid,1.8670024871826172,1.4824399948120117,2.4199399948120117,0.9375,10.0
18,23,late,5.54117488861084,7.023614883422852,7.961114883422852,0.9375,10.0
18,24,late,7.04288387298584,14.066498756408691,15.003998756408691,0.9375,10.0
18,25,late,6.155817985534668,20.22231674194336,21.15981674194336,0.9375,10.0
19,10,early,-0.2203578948974609,-0.2203578948974609,-0.8453578948974609,-0.625,15.0
19,11,early,-0.1619634628295898,-0.38232135772705067,-1.0073213577270508,-0.625,15.0
19,12,early,0.1875,-0.19482135772705067,-0.8198213577270507,-0.625,15.0
19,13,early,-0.1875,-0.38232135772705067,-1.0073213577270508,-0.625,15.0
19,14,early,0.875,0.49267864227294933,-0.13232135772705067,-0.625,15.0
19,15,early,0.1875,0.6801786422729493,0.05517864227294933,-0.625,15.0
19,16,early,0.0,0.6801786422729493,0.05517864227294933,-0.625,15.0
19,18,mid,-0.1875,0.49267864227294933,-0.13232135772705067,-0.625,15.0
19,19,mid,-0.8125,-0.31982135772705067,-0.9448213577270507,-0.625,15.0
19,21,mid,-0.25,-0.5698213577270507,-1.1948213577270508,-0.625,15.0
19,22,mid,1.5172224044799805,0.9474010467529298,0.3224010467529298,-0.625,15.0
19,23,late,3.6167850494384766,4.564186096191406,3.9391860961914062,-0.625,15.0
19,24,late,10.301043510437012,14.865229606628418,14.240229606628418,-0.625,15.0
19,25,late,2.976681709289551,17.84191131591797,17.21691131591797,-0.625,15.0
20,10,early,-0.8816556930541992,-0.8816556930541992,1.3058443069458008,2.1875,15.0
20,11,early,0.4917621612548828,-0.3898935317993164,1.7976064682006836,2.1875,15.0
20,12,early,0.0625,-0.3273935317993164,1.8601064682006836,2.1875,15.0
20,13,early,1.78125,1.4538564682006836,3.6413564682006836,2.1875,15.0
20,14,early,-3.0625,-1.6086435317993164,0.5788564682006836,2.1875,15.0
20,15,early,-0.75,-2.3586435317993164,-0.1711435317993164,2.1875,15.0
20,16,early,2.0625,-0.2961435317993164,1.8913564682006836,2.1875,15.0
20,18,mid,2.375,2.0788564682006836,4.266356468200684,2.1875,15.0
20,19,mid,-0.5625,1.5163564682006836,3.7038564682006836,2.1875,15.0
20,21,mid,-0.28125,1.2351064682006836,3.4226064682006836,2.1875,15.0
20,22,mid,4.509767532348633,5.744874000549316,7.932374000549316,2.1875,15.0
20,23,late,-2.226747512817383,3.5181264877319336,5.705626487731934,2.1875,15.0
20,24,late,1.8533411026000977,5.371467590332031,7.558967590332031,2.1875,15.0
20,25,late,-1.7961740493774414,3.57529354095459,5.76279354095459,2.1875,15.0
21,10,early,-0.453404426574707,-0.453404426574707,-0.265904426574707,0.1875,10.0
21,11,early,0.8554401397705078,0.40203571319580084,0.5895357131958008,0.1875,10.0
21,12,early,1.125,1.5270357131958008,1.7145357131958008,0.1875,10.0
21,13,early,-0.3125,1.2145357131958008,1.4020357131958008,0.1875,10.0
21,14,early,-0.0625,1.1520357131958008,1.3395357131958008,0.1875,10.0
21,15,early,0.3125,1.4645357131958008,1.6520357131958008,0.1875,10.0
21,16,early,-0.4375,1.0270357131958008,1.2145357131958008,0.1875,10.0
21,18,mid,-0.75,0.2770357131958008,0.4645357131958008,0.1875,10.0
21,19,mid,-0.875,-0.5979642868041992,-0.4104642868041992,0.1875,10.0
21,21,mid,-0.5,-1.0979642868041992,-0.9104642868041992,0.1875,10.0
21,22,mid,1.5855073928833008,0.48754310607910156,0.6750431060791016,0.1875,10.0
21,23,late,4.565086364746094,5.052629470825195,5.240129470825195,0.1875,10.0
21,24,late,2.4392623901367188,7.491891860961914,7.679391860961914,0.1875,10.0
21,25,late,1.8510303497314453,9.34292221069336,9.53042221069336,0.1875,10.0
22,10,early,-1.7130799293518066,-1.7130799293518066,-0.11932992935180664,1.59375,10.0
22,11,early,-1.0703792572021484,-2.783459186553955,-1.189709186553955,1.59375,10.0
22,12,early,1.40625,-1.377209186553955,0.21654081344604492,1.59375,10.0
22,13,early,-0.28125,-1.658459186553955,-0.06470918655395508,1.59375,10.0
22,14,early,-1.5625,-3.220959186553955,-1.627209186553955,1.59375,10.0
22,15,early,0.78125,-2.439709186553955,-0.8459591865539551,1.59375,10.0
22,16,early,1.09375,-1.345959186553955,0.24779081344604492,1.59375,10.0
22,18,mid,0.53125,-0.8147091865539551,0.7790408134460449,1.59375,10.0
22,19,mid,1.15625,0.3415408134460449,1.935290813446045,1.59375,10.0
22,21,mid,0.21875,0.5602908134460449,2.154040813446045,1.59375,10.0
22,22,mid,0.0954627990722656,0.6557536125183105,2.2495036125183105,1.59375,10.0
22,23,late,-4.709700107574463,-4.053946495056152,-2.4601964950561523,1.59375,10.0
22,24,late,-1.6699261665344238,-5.723872661590576,-4.130122661590576,1.59375,10.0
22,25,late,-7.066366672515869,-12.790239334106445,-11.196489334106445,1.59375,10.0
23,10,early,-0.3709259033203125,-0.3709259033203125,0.0040740966796875,0.375,
23,11,early,0.8266830444335938,0.45575714111328125,0.8307571411132812,0.375,
23,12,early,0.5625,1.0182571411132812,1.3932571411132812,0.375,
23,13,early,-0.625,0.39325714111328125,0.7682571411132812,0.375,
23,14,early,1.8125,2.2057571411132812,2.5807571411132812,0.375,
23,15,early,-0.375,1.8307571411132812,2.2057571411132812,0.375,
23,16,early,-0.6875,1.1432571411132812,1.5182571411132812,0.375,
23,18,mid,0.625,1.7682571411132812,2.1432571411132812,0.375,
23,19,mid,-0.875,0.8932571411132812,1.2682571411132812,0.375,
23,21,mid,1.3125,2.2057571411132812,2.5807571411132812,0.375,
23,22,mid,3.9303131103515625,6.136070251464844,6.511070251464844,0.375,
23,23,late,6.3194427490234375,12.455513000488281,12.830513000488281,0.375,
23,24,late,9.094260215759277,21.54977321624756,21.92477321624756,0.375,
23,25,late,10.62602710723877,32.17580032348633,32.55080032348633,0.375,
24,10,early,0.0550770759582519,0.0550770759582519,7.305077075958252,7.25,
24,11,early,1.0224294662475586,1.0775065422058105,8.32750654220581,7.25,
24,12,early,4.1875,5.2650065422058105,12.51500654220581,7.25,
24,13,early,0.875,6.1400065422058105,13.39000654220581,7.25,
24,14,early,0.40625,6.5462565422058105,13.79625654220581,7.25,
24,15,early,-0.3125,6.2337565422058105,13.48375654220581,7.25,
24,16,early,0.34375,6.5775065422058105,13.82750654220581,7.25,
24,18,mid,-0.1875,6.3900065422058105,13.64000654220581,7.25,
24,19,mid,0.0,6.3900065422058105,13.64000654220581,7.25,
24,21,mid,0.1875,6.5775065422058105,13.82750654220581,7.25,
24,22,mid,0.1590662002563476,6.736572742462158,13.986572742462158,7.25,
24,23,late,1.1055335998535156,7.842106342315674,15.092106342315674,7.25,
24,24,late,-0.32003641128539984,7.522069931030274,14.772069931030273,7.25,
24,25,late,8.965593338012695,16.48766326904297,23.73766326904297,7.25,
25,10,early,-0.0038957595825195,-0.0038957595825195,9.12110424041748,9.125,
25,11,early,0.3690242767333984,0.3651285171508789,9.490128517150879,9.125,
25,12,early,1.65625,2.021378517150879,11.146378517150879,9.125,
25,13,early,1.25,3.271378517150879,12.396378517150879,9.125,
25,14,early,-0.625,2.646378517150879,11.771378517150879,9.125,
25,15,early,-0.125,2.521378517150879,11.646378517150879,9.125,
25,16,early,0.5,3.021378517150879,12.146378517150879,9.125,
25,18,mid,-1.0,2.021378517150879,11.146378517150879,9.125,
25,19,mid,-1.0,1.021378517150879,10.146378517150879,9.125,
25,21,mid,1.25,2.271378517150879,11.396378517150879,9.125,
25,22,mid,2.544820785522461,4.81619930267334,13.94119930267334,9.125,
