cluster_id,metadata_field,metadata_value,weighted_mass,weighted_fraction,global_fraction,weighted_lift,weighted_log_odds,weighted_rank_within_field
5,physics_concept,beta_decay,32.8961,0.46827,0.49787,0.9405,-0.0613,2
5,physics_concept,alpha_decay,37.3537,0.53173,0.50213,1.0589,0.0573,1
5,keyword_free,False,5.0729,0.07221,0.08511,0.8485,-0.1643,2
5,keyword_free,True,65.1769,0.92779,0.91489,1.0141,0.014,1
5,keyword_free,False,0.0,0.0,0.0,,0.0,
5,keyword_free,True,0.0,0.0,0.0,,0.0,
5,evidence_completeness,single,57.5523,0.81925,0.81277,1.008,0.0079,2
5,evidence_completeness,combination,10.2184,0.14546,0.15319,0.9495,-0.0518,3
5,evidence_completeness,full,2.4791,0.03529,0.03404,1.0366,0.036,1
6,correct_answer,beta,48.6251,0.45827,0.49787,0.9205,-0.0829,2
6,correct_answer,alpha,57.4814,0.54173,0.50213,1.0789,0.0759,1
6,level,2,46.7313,0.44042,0.37021,1.1896,0.1736,1
6,level,3,19.3314,0.18219,0.17021,1.0704,0.068,2
6,level,AUX,12.6188,0.11893,0.11915,0.9981,-0.0019,3
6,level,1,27.425,0.25847,0.34043,0.7592,-0.2754,4
6,cue_label,z_plus1_a_unchanged,1.35,0.01272,0.02128,0.598,-0.5142,28
6,cue_label,emitted_2neutrons,2.25,0.02121,0.01702,1.2458,0.2198,10
6,cue_label,emitted_charge_minus1,2.25,0.02121,0.02553,0.8305,-0.1857,19
6,cue_label,n_to_p_with_antineutrino,2.3437,0.02209,0.01702,1.2977,0.2606,7
6,cue_label,muon_family,0.9875,0.00931,0.01277,0.729,-0.316,21
6,cue_label,emitted_mass4,2.575,0.02427,0.02553,0.9505,-0.0508,18
6,cue_label,composition_plus_daughter,2.85,0.02686,0.01702,1.578,0.4562,5
6,cue_label,emitted_2protons,2.3,0.02168,0.01702,1.2735,0.2418,8
6,cue_label,full_beta_process_spec,1.8688,0.01761,0.01702,1.0347,0.0341,14
6,cue_label,charge_plus_mass,2.875,0.0271,0.02128,1.2735,0.2418,8
6,cue_label,heavy_nuclear_fragment,1.0313,0.00972,0.01277,0.7614,-0.2726,20
6,cue_label,daughter_a_minus4,1.0375,0.00978,0.02128,0.4596,-0.7775,34
6,cue_label,helium4_equivalence,1.8063,0.01702,0.01702,1.0001,0.0001,16
6,cue_label,composition_2p2n,4.6,0.04335,0.02128,2.0376,0.7118,1
6,cue_label,n_to_p_plus_z_plus1,3.1062,0.02927,0.01702,1.7199,0.5422,3
6,cue_label,composite_nuclear_object,1.175,0.01107,0.01702,0.6506,-0.4299,24
6,cue_label,full_emitted_alpha_spec,3.2563,0.03069,0.01702,1.803,0.5894,2
6,cue_label,charge_plus_a_unchanged,0.7625,0.00719,0.01277,0.5629,-0.5746,31
6,cue_label,daughter_n_minus1,1.125,0.0106,0.01702,0.6229,-0.4734,26
6,cue_label,z_plus1_with_antineutrino,1.0625,0.01001,0.01702,0.5883,-0.5305,29
6,cue_label,antineutrino_emitted,1.6125,0.0152,0.02128,0.7143,-0.3365,23
6,cue_label,neutron_to_proton,3.5937,0.03387,0.02128,1.5918,0.4649,4
6,cue_label,mass_plus_daughter_a,1.9937,0.01879,0.01702,1.1039,0.0988,13
6,cue_label,narrative_ejection,0.8625,0.00813,0.01277,0.6367,-0.4514,25
6,cue_label,charge_plus_z_change,1.1,0.01037,0.01702,0.6091,-0.4958,27
6,cue_label,daughter_a_unchanged,1.45,0.01367,0.02553,0.5352,-0.6251,32
6,cue_label,not_nuclear_fragment,1.4,0.01319,0.01277,1.0336,0.033,15
6,cue_label,baryon_number_4,1.325,0.01249,0.01277,0.9782,-0.0221,17
6,cue_label,daughter_z_plus1,1.0875,0.01025,0.02553,0.4014,-0.9127,35
6,cue_label,daughter_z_minus2,1.075,0.01013,0.02553,0.3968,-0.9243,36
